query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
"Well , I didn't realize that .","I don't believe it's a good choice to keep those pets , especially for families with young children .",2,"0.0048947395
","1.0
","0.891660749912262
","0.5877606272697449
"
Do you know any places ?,well . I guess I can ask around to see if anyone's got a room or apartment available .,3,"0.0012608707
","3.0635627e-09
","0.930932879447937
","0.665451169013977
"
"Thank you , Mr.Burton.Can you please hold for a moment ? I'll check to see if she is available .",No problem .,2,"0.029929582
","1.0
","0.9206019639968872
","0.6158210039138794
"
"Excuse me , sir.Is there a barber near here ?","Yes , the nearest one is at the third cross of this road .",3,"0.9999999
","1.0
","0.9419935345649719
","0.6508349180221558
"
Me too . It always smells so fresh after it rains .,"Yes , but I love the night air after it rains .",1,"0.007314752
","1.0
","0.07147541642189026
","0.2602151930332184
"
"Can we have a table for three , please ?","Sorry , all the tables for three are reserved .",3,"0.99994457
","1.0
","0.9388552904129028
","0.654843270778656
"
"Do you have a table for four , please ?","Yes , smoking or non-smoking ?",5,"0.9997731
","0.9999995
","0.9358125925064087
","0.6598994135856628
"
How much per night are we talking about ?,Each night will be $ 308 .,3,"0.99999726
","1.0
","0.8371515274047852
","0.38656941056251526
"
"Is Tim in the garden , too ?","Yes , he is . He ' s climbing the tree .",3,"0.9999795
","1.0
","0.11029725521802902
","0.2657082974910736
"
What did you do ?,I shouted it back of course .,1,"0.99127674
","0.9405855
","0.08946052193641663
","0.30106180906295776
"
"Well , I didn't realize that .","I don't believe it's a good choice to keep those pets , especially for families with young children .",4,"0.0048947395
","1.0
","0.891660749912262
","0.5877606272697449
"
Do you know any places ?,well . I guess I can ask around to see if anyone's got a room or apartment available .,4,"0.0012608707
","3.0635627e-09
","0.930932879447937
","0.665451169013977
"
"Thank you , Mr.Burton.Can you please hold for a moment ? I'll check to see if she is available .",No problem .,2,"0.029929582
","1.0
","0.9206019639968872
","0.6158210039138794
"
"Excuse me , sir.Is there a barber near here ?","Yes , the nearest one is at the third cross of this road .",3,"0.9999999
","1.0
","0.9419935345649719
","0.6508349180221558
"
Me too . It always smells so fresh after it rains .,"Yes , but I love the night air after it rains .",4,"0.007314752
","1.0
","0.07147541642189026
","0.2602151930332184
"
"Can we have a table for three , please ?","Sorry , all the tables for three are reserved .",3,"0.99994457
","1.0
","0.9388552904129028
","0.654843270778656
"
"Do you have a table for four , please ?","Yes , smoking or non-smoking ?",4,"0.9997731
","0.9999995
","0.9358125925064087
","0.6598994135856628
"
How much per night are we talking about ?,Each night will be $ 308 .,3,"0.99999726
","1.0
","0.8371515274047852
","0.38656941056251526
"
"Is Tim in the garden , too ?","Yes , he is . He ' s climbing the tree .",4,"0.9999795
","1.0
","0.11029725521802902
","0.2657082974910736
"
What did you do ?,I shouted it back of course .,3,"0.99127674
","0.9405855
","0.08946052193641663
","0.30106180906295776
"
"Well , I didn't realize that .","I don't believe it's a good choice to keep those pets , especially for families with young children .",5,"0.0048947395
","1.0
","0.891660749912262
","0.5877606272697449
"
Do you know any places ?,well . I guess I can ask around to see if anyone's got a room or apartment available .,5,"0.0012608707
","3.0635627e-09
","0.930932879447937
","0.665451169013977
"
"Thank you , Mr.Burton.Can you please hold for a moment ? I'll check to see if she is available .",No problem .,2,"0.029929582
","1.0
","0.9206019639968872
","0.6158210039138794
"
"Excuse me , sir.Is there a barber near here ?","Yes , the nearest one is at the third cross of this road .",3,"0.9999999
","1.0
","0.9419935345649719
","0.6508349180221558
"
Me too . It always smells so fresh after it rains .,"Yes , but I love the night air after it rains .",4,"0.007314752
","1.0
","0.07147541642189026
","0.2602151930332184
"
"Can we have a table for three , please ?","Sorry , all the tables for three are reserved .",3,"0.99994457
","1.0
","0.9388552904129028
","0.654843270778656
"
"Do you have a table for four , please ?","Yes , smoking or non-smoking ?",4,"0.9997731
","0.9999995
","0.9358125925064087
","0.6598994135856628
"
How much per night are we talking about ?,Each night will be $ 308 .,3,"0.99999726
","1.0
","0.8371515274047852
","0.38656941056251526
"
"Is Tim in the garden , too ?","Yes , he is . He ' s climbing the tree .",4,"0.9999795
","1.0
","0.11029725521802902
","0.2657082974910736
"
What did you do ?,I shouted it back of course .,2,"0.99127674
","0.9405855
","0.08946052193641663
","0.30106180906295776
"
Could you please tell me how I can go job-hunting in the web ?,"Generally speaking , job seekers can enter the websites either of job agencies or of some units for job advertisements .",2,"0.9116534
","1.0
","0.9392886757850647
","0.6725403666496277
"
What do you think about the equipment in our company ?,We have to equip our company with a network of work stations at every office and show room as soon as possible .,4,"0.1582215
","0.9999993
","0.9371437430381775
","0.6823993921279907
"
Round-trip or one-way ?,One-way .,5,"0.9970394
","1.0
","0.9142257571220398
","0.48593902587890625
"
How many people will be traveling ?,Just one adult .,5,"0.2307566
","1.0
","0.18034186959266663
","0.46118977665901184
"
"Oh , yes . I had a look yesterday . I found some of the exhibits to be fine in quality and beautiful in design . The exhibition has successfully displayed to me what your corporation handles . I ' Ve gone over the catalogue and the pamphlets enclosed in your last letter . I ' Ve got some idea of your exports . I ' m interested in your silk blouses .",Our silk is known for its good quality . It is one of our trade - trional exports . Silk blouses are brightly colored and beau - fully designed . They ' Ve met with great favor overseas and are always in great demand .,4,"0.049011298
","0.99999845
","0.9406169056892395
","0.6620068550109863
"
Have you received any honors ?,"Yes . I got the title of "" Advance Worker "" in 2006 .",5,"0.9999993
","1.0
","0.8932914733886719
","0.6438677906990051
"
I wanted to see if you wanted to come .,"This Friday ? Sorry , I already have plans .",5,"0.01599827
","0.9780598
","0.8706815242767334
","0.6684569120407104
"
Do you want some dessert ?,"No , thank you . Check , please .",5,"0.95371485
","1.0
","0.9186298251152039
","0.541779100894928
"
"Just pick up a tray , then put a knife , a fork , a spoon and a paper napkin on it and stand in the line .",How long will it take to reach the buffet ?,4,"0.99716324
","0.9978849
","0.9436237215995789
","0.665951132774353
"
"Personal Internet Banking is a self service financial service that is based on the Internet . It can be used by both businesses and individuals . We offer an online payment service , Personal Net Banking , which includes services such as account transfers , personal foreign exchange trading . You can also get account management services , online bill payment , for household bills like gas and electricity ...",That sounds good . At the moment I spend ages queuing at the post office to pay my bills .,4,"0.9999262
","0.99999964
","0.9437810182571411
","0.6811803579330444
"
Could you please tell me how I can go job-hunting in the web ?,"Generally speaking , job seekers can enter the websites either of job agencies or of some units for job advertisements .",5,"0.9116534
","1.0
","0.9392886757850647
","0.6725403666496277
"
What do you think about the equipment in our company ?,We have to equip our company with a network of work stations at every office and show room as soon as possible .,4,"0.1582215
","0.9999993
","0.9371437430381775
","0.6823993921279907
"
Round-trip or one-way ?,One-way .,3,"0.9970394
","1.0
","0.9142257571220398
","0.48593902587890625
"
How many people will be traveling ?,Just one adult .,3,"0.2307566
","1.0
","0.18034186959266663
","0.46118977665901184
"
"Oh , yes . I had a look yesterday . I found some of the exhibits to be fine in quality and beautiful in design . The exhibition has successfully displayed to me what your corporation handles . I ' Ve gone over the catalogue and the pamphlets enclosed in your last letter . I ' Ve got some idea of your exports . I ' m interested in your silk blouses .",Our silk is known for its good quality . It is one of our trade - trional exports . Silk blouses are brightly colored and beau - fully designed . They ' Ve met with great favor overseas and are always in great demand .,5,"0.049011298
","0.99999845
","0.9406169056892395
","0.6620068550109863
"
Have you received any honors ?,"Yes . I got the title of "" Advance Worker "" in 2006 .",3,"0.9999993
","1.0
","0.8932914733886719
","0.6438677906990051
"
I wanted to see if you wanted to come .,"This Friday ? Sorry , I already have plans .",4,"0.01599827
","0.9780598
","0.8706815242767334
","0.6684569120407104
"
Do you want some dessert ?,"No , thank you . Check , please .",3,"0.95371485
","1.0
","0.9186298251152039
","0.541779100894928
"
"Just pick up a tray , then put a knife , a fork , a spoon and a paper napkin on it and stand in the line .",How long will it take to reach the buffet ?,4,"0.99716324
","0.9978849
","0.9436237215995789
","0.665951132774353
"
"Personal Internet Banking is a self service financial service that is based on the Internet . It can be used by both businesses and individuals . We offer an online payment service , Personal Net Banking , which includes services such as account transfers , personal foreign exchange trading . You can also get account management services , online bill payment , for household bills like gas and electricity ...",That sounds good . At the moment I spend ages queuing at the post office to pay my bills .,5,"0.9999262
","0.99999964
","0.9437810182571411
","0.6811803579330444
"
Could you please tell me how I can go job-hunting in the web ?,"Generally speaking , job seekers can enter the websites either of job agencies or of some units for job advertisements .",5,"0.9116534
","1.0
","0.9392886757850647
","0.6725403666496277
"
What do you think about the equipment in our company ?,We have to equip our company with a network of work stations at every office and show room as soon as possible .,5,"0.1582215
","0.9999993
","0.9371437430381775
","0.6823993921279907
"
Round-trip or one-way ?,One-way .,2,"0.9970394
","1.0
","0.9142257571220398
","0.48593902587890625
"
How many people will be traveling ?,Just one adult .,2,"0.2307566
","1.0
","0.18034186959266663
","0.46118977665901184
"
"Oh , yes . I had a look yesterday . I found some of the exhibits to be fine in quality and beautiful in design . The exhibition has successfully displayed to me what your corporation handles . I ' Ve gone over the catalogue and the pamphlets enclosed in your last letter . I ' Ve got some idea of your exports . I ' m interested in your silk blouses .",Our silk is known for its good quality . It is one of our trade - trional exports . Silk blouses are brightly colored and beau - fully designed . They ' Ve met with great favor overseas and are always in great demand .,5,"0.049011298
","0.99999845
","0.9406169056892395
","0.6620068550109863
"
Have you received any honors ?,"Yes . I got the title of "" Advance Worker "" in 2006 .",3,"0.9999993
","1.0
","0.8932914733886719
","0.6438677906990051
"
I wanted to see if you wanted to come .,"This Friday ? Sorry , I already have plans .",3,"0.01599827
","0.9780598
","0.8706815242767334
","0.6684569120407104
"
Do you want some dessert ?,"No , thank you . Check , please .",2,"0.95371485
","1.0
","0.9186298251152039
","0.541779100894928
"
"Just pick up a tray , then put a knife , a fork , a spoon and a paper napkin on it and stand in the line .",How long will it take to reach the buffet ?,3,"0.99716324
","0.9978849
","0.9436237215995789
","0.665951132774353
"
"Personal Internet Banking is a self service financial service that is based on the Internet . It can be used by both businesses and individuals . We offer an online payment service , Personal Net Banking , which includes services such as account transfers , personal foreign exchange trading . You can also get account management services , online bill payment , for household bills like gas and electricity ...",That sounds good . At the moment I spend ages queuing at the post office to pay my bills .,3,"0.9999262
","0.99999964
","0.9437810182571411
","0.6811803579330444
"
Do you have any publications ?,"Yes . I wrote a thesis entitled "" On Interpersonal Relations in the Socialist Market Economy "" and it was published in China Daily .",5,"0.9999981
","0.99836105
","0.94012051820755
","0.6786002516746521
"
That's everything .,"Well , that's a relief .",3,"0.46859115
","0.22586156
","0.061066076159477234
","0.19479073584079742
"
"Welcome . What can I do for you , Madam ?","I hope you can give me some advice . I'm sick and tired of coming here or to the post office to pay my utility bills . It's such a long way from my home , but I checked and you are my nearest branch . Is there anyway I can do it from home ?",4,"0.20100455
","1.0
","0.9429013729095459
","0.6880934834480286
"
I bought it for one hundred and forty-five dollars at Helen's Boutique . I didn't know I could get it cheaper somewhere else .,"Of course ! Everything at Helen's is overpriced , and they sell things that you can find at almost every other clothing store ! Why didn't you shop around ?",4,"0.013247379
","1.0
","0.9459289908409119
","0.6878934502601624
"
I hate doing the damn laundry .,Watch your language .,1,"0.99535525
","1.0
","0.07516753673553467
","0.281109482049942
"
"Oh , yes.How old are you ?",Twenty .,2,"0.026416047
","2.062413e-05
","0.130947083234787
","0.25793206691741943
"
"Oh , I see.How about the color ?",Quiet color .,1,"0.95783526
","1.0
","0.06161418557167053
","0.23777705430984497
"
How long are you going to stay here ?,Only one night .,3,"0.9542545
","1.0
","0.862547755241394
","0.55620938539505
"
"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?",Barely . Will you be checking any luggage today ?,3,"5.563388e-05
","4.19181e-06
","0.9262549877166748
","0.6071283221244812
"
What course did you like best ?,"I like Business Management , and i think it's very useful for the present work .",5,"0.99999964
","1.0
","0.405437171459198
","0.598932147026062
"
Do you have any publications ?,"Yes . I wrote a thesis entitled "" On Interpersonal Relations in the Socialist Market Economy "" and it was published in China Daily .",5,"0.9999981
","0.99836105
","0.94012051820755
","0.6786002516746521
"
That's everything .,"Well , that's a relief .",2,"0.46859115
","0.22586156
","0.061066076159477234
","0.19479073584079742
"
"Welcome . What can I do for you , Madam ?","I hope you can give me some advice . I'm sick and tired of coming here or to the post office to pay my utility bills . It's such a long way from my home , but I checked and you are my nearest branch . Is there anyway I can do it from home ?",5,"0.20100455
","1.0
","0.9429013729095459
","0.6880934834480286
"
I bought it for one hundred and forty-five dollars at Helen's Boutique . I didn't know I could get it cheaper somewhere else .,"Of course ! Everything at Helen's is overpriced , and they sell things that you can find at almost every other clothing store ! Why didn't you shop around ?",5,"0.013247379
","1.0
","0.9459289908409119
","0.6878934502601624
"
I hate doing the damn laundry .,Watch your language .,1,"0.99535525
","1.0
","0.07516753673553467
","0.281109482049942
"
"Oh , yes.How old are you ?",Twenty .,2,"0.026416047
","2.062413e-05
","0.130947083234787
","0.25793206691741943
"
"Oh , I see.How about the color ?",Quiet color .,2,"0.95783526
","1.0
","0.06161418557167053
","0.23777705430984497
"
How long are you going to stay here ?,Only one night .,2,"0.9542545
","1.0
","0.862547755241394
","0.55620938539505
"
"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?",Barely . Will you be checking any luggage today ?,5,"5.563388e-05
","4.19181e-06
","0.9262549877166748
","0.6071283221244812
"
What course did you like best ?,"I like Business Management , and i think it's very useful for the present work .",5,"0.99999964
","1.0
","0.405437171459198
","0.598932147026062
"
Do you have any publications ?,"Yes . I wrote a thesis entitled "" On Interpersonal Relations in the Socialist Market Economy "" and it was published in China Daily .",4,"0.9999981
","0.99836105
","0.94012051820755
","0.6786002516746521
"
That's everything .,"Well , that's a relief .",2,"0.46859115
","0.22586156
","0.061066076159477234
","0.19479073584079742
"
"Welcome . What can I do for you , Madam ?","I hope you can give me some advice . I'm sick and tired of coming here or to the post office to pay my utility bills . It's such a long way from my home , but I checked and you are my nearest branch . Is there anyway I can do it from home ?",4,"0.20100455
","1.0
","0.9429013729095459
","0.6880934834480286
"
I bought it for one hundred and forty-five dollars at Helen's Boutique . I didn't know I could get it cheaper somewhere else .,"Of course ! Everything at Helen's is overpriced , and they sell things that you can find at almost every other clothing store ! Why didn't you shop around ?",4,"0.013247379
","1.0
","0.9459289908409119
","0.6878934502601624
"
I hate doing the damn laundry .,Watch your language .,2,"0.99535525
","1.0
","0.07516753673553467
","0.281109482049942
"
"Oh , yes.How old are you ?",Twenty .,2,"0.026416047
","2.062413e-05
","0.130947083234787
","0.25793206691741943
"
"Oh , I see.How about the color ?",Quiet color .,2,"0.95783526
","1.0
","0.06161418557167053
","0.23777705430984497
"
How long are you going to stay here ?,Only one night .,3,"0.9542545
","1.0
","0.862547755241394
","0.55620938539505
"
"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?",Barely . Will you be checking any luggage today ?,2,"5.563388e-05
","4.19181e-06
","0.9262549877166748
","0.6071283221244812
"
What course did you like best ?,"I like Business Management , and i think it's very useful for the present work .",4,"0.99999964
","1.0
","0.405437171459198
","0.598932147026062
"
"Actually , the factory is located in Scotland .",Really ? I didn ' t think they were known for their luxury chocolate production,5,"0.00430398
","1.0
","0.9437969326972961
","0.5291348099708557
"
Thank you very much .,Please make sure to fasten your seat belt . We are to take off .,3,"0.9978725
","1.1447175e-05
","0.8753448128700256
","0.6621769070625305
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Haggis ? What ' s Haggis ?,3,"3.119158e-05
","1.0
","0.3754188120365143
","0.5002216696739197
"
May son adores my new hairstyle so I suppose it is worth it .,Hearing you say that is a big reward for us . And here is the receipt .,3,"0.010868475
","0.27128294
","0.06580051779747009
","0.42572930455207825
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,Sure . What kind of skin do you have ?,5,"0.9999862
","1.0
","0.91581130027771
","0.6708003878593445
"
"Can I see him please , Mrs Williams ?","Certainly , doctor . Come upstairs .",3,"0.9796229
","1.0
","0.12977489829063416
","0.3904379606246948
"
"This looks wonderful , Madame Culot .","Yes , it's very nice . All our foreign visitors enjoy it . The food is wonderfully well-prepared . Let me know if you need any help with the menu .",5,"0.00018949593
","0.9989876
","0.9419234395027161
","0.6874369978904724
"
May I try it on ?,Go ahead .,2,"0.9492838
","1.0
","0.07131532579660416
","0.3172045946121216
"
"Come on , it ' s losing needles all the time and the branches are sagging .","It ' s not that bad , besides it really looks nice in that corner . It gives the room a good atmosphere .",5,"0.008487916
","4.4541644e-06
","0.9195515513420105
","0.29378896951675415
"
"Oh , honey ! Don ' t you remember this important day to us ?",Sorry .,1,"0.63721377
","0.9999993
","0.060025908052921295
","0.24469728767871857
"
"Actually , the factory is located in Scotland .",Really ? I didn ' t think they were known for their luxury chocolate production,5,"0.00430398
","1.0
","0.9437969326972961
","0.5291348099708557
"
Thank you very much .,Please make sure to fasten your seat belt . We are to take off .,3,"0.9978725
","1.1447175e-05
","0.8753448128700256
","0.6621769070625305
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Haggis ? What ' s Haggis ?,3,"3.119158e-05
","1.0
","0.3754188120365143
","0.5002216696739197
"
May son adores my new hairstyle so I suppose it is worth it .,Hearing you say that is a big reward for us . And here is the receipt .,3,"0.010868475
","0.27128294
","0.06580051779747009
","0.42572930455207825
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,Sure . What kind of skin do you have ?,4,"0.9999862
","1.0
","0.91581130027771
","0.6708003878593445
"
"Can I see him please , Mrs Williams ?","Certainly , doctor . Come upstairs .",3,"0.9796229
","1.0
","0.12977489829063416
","0.3904379606246948
"
"This looks wonderful , Madame Culot .","Yes , it's very nice . All our foreign visitors enjoy it . The food is wonderfully well-prepared . Let me know if you need any help with the menu .",5,"0.00018949593
","0.9989876
","0.9419234395027161
","0.6874369978904724
"
May I try it on ?,Go ahead .,2,"0.9492838
","1.0
","0.07131532579660416
","0.3172045946121216
"
"Come on , it ' s losing needles all the time and the branches are sagging .","It ' s not that bad , besides it really looks nice in that corner . It gives the room a good atmosphere .",5,"0.008487916
","4.4541644e-06
","0.9195515513420105
","0.29378896951675415
"
"Oh , honey ! Don ' t you remember this important day to us ?",Sorry .,1,"0.63721377
","0.9999993
","0.060025908052921295
","0.24469728767871857
"
"Actually , the factory is located in Scotland .",Really ? I didn ' t think they were known for their luxury chocolate production,3,"0.00430398
","1.0
","0.9437969326972961
","0.5291348099708557
"
Thank you very much .,Please make sure to fasten your seat belt . We are to take off .,4,"0.9978725
","1.1447175e-05
","0.8753448128700256
","0.6621769070625305
"
"I have it on highest authority that this traditional secret recipe has been handed down in the Granger family for generations . I ' m sure you can keep a secret . Buttermilk , cacao beans , sugar and Haggis .",Haggis ? What ' s Haggis ?,5,"3.119158e-05
","1.0
","0.3754188120365143
","0.5002216696739197
"
May son adores my new hairstyle so I suppose it is worth it .,Hearing you say that is a big reward for us . And here is the receipt .,3,"0.010868475
","0.27128294
","0.06580051779747009
","0.42572930455207825
"
I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,Sure . What kind of skin do you have ?,4,"0.9999862
","1.0
","0.91581130027771
","0.6708003878593445
"
"Can I see him please , Mrs Williams ?","Certainly , doctor . Come upstairs .",3,"0.9796229
","1.0
","0.12977489829063416
","0.3904379606246948
"
"This looks wonderful , Madame Culot .","Yes , it's very nice . All our foreign visitors enjoy it . The food is wonderfully well-prepared . Let me know if you need any help with the menu .",4,"0.00018949593
","0.9989876
","0.9419234395027161
","0.6874369978904724
"
May I try it on ?,Go ahead .,2,"0.9492838
","1.0
","0.07131532579660416
","0.3172045946121216
"
"Come on , it ' s losing needles all the time and the branches are sagging .","It ' s not that bad , besides it really looks nice in that corner . It gives the room a good atmosphere .",4,"0.008487916
","4.4541644e-06
","0.9195515513420105
","0.29378896951675415
"
"Oh , honey ! Don ' t you remember this important day to us ?",Sorry .,1,"0.63721377
","0.9999993
","0.060025908052921295
","0.24469728767871857
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes I did . Please come in ! I ' m so glad you came ! This old house is falling apart ! Come on into the bathroom . See , here , there ' s water leaking everywhere !",5,"0.99992573
","1.0
","0.9279425144195557
","0.5564717054367065
"
"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .",A Direct Debit Service ? What's that exactly ?,2,"0.011767675
","1.0
","0.9452449083328247
","0.689858078956604
"
How much ?,I wrote the check out for $ 150 .,2,"0.98990965
","1.0
","0.5795238018035889
","0.411162406206131
"
"Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ?",I am cooking now !,2,"1.0
","0.988701
","0.4195014238357544
","0.4274446666240692
"
Are you good at cooking ?,"I have studied its skills recently at a training school . I plan to run a restaurant , so I have to practise cooking !",5,"0.9999994
","0.9999999
","0.9411994814872742
","0.6888357400894165
"
Hang on a tick and I'll check for you . I'm sorry ; we have no record of that arriving .,"OK , thanks for checking . Could you give me a ring when it arrives , please ?",5,"0.9645948
","1.0
","0.9249671101570129
","0.644916296005249
"
"Just that in effect , a basic Letter of Credit is a financial contract between the bank , the bank's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .","That sounds fine , thanks for that . Let's go ahead !",3,"0.0043814927
","0.028995616
","0.9417644739151001
","0.6715109944343567
"
That's all . Have a nice stay here .,Thank you.Please get some soap for us .,2,"0.99728143
","1.0
","0.24171121418476105
","0.5210695266723633
"
I agree that yours are of the top .,"Well , since your order is large enough , can you give me a rough idea ?",4,"0.02178139
","0.01618981
","0.9340039491653442
","0.6620270013809204
"
What can I show you ?,Do you have this shirt in a small ?,2,"2.383278e-06
","0.9128393
","0.9052794575691223
","0.6423043608665466
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes I did . Please come in ! I ' m so glad you came ! This old house is falling apart ! Come on into the bathroom . See , here , there ' s water leaking everywhere !",5,"0.99992573
","1.0
","0.9279425144195557
","0.5564717054367065
"
"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .",A Direct Debit Service ? What's that exactly ?,4,"0.011767675
","1.0
","0.9452449083328247
","0.689858078956604
"
How much ?,I wrote the check out for $ 150 .,2,"0.98990965
","1.0
","0.5795238018035889
","0.411162406206131
"
"Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ?",I am cooking now !,2,"1.0
","0.988701
","0.4195014238357544
","0.4274446666240692
"
Are you good at cooking ?,"I have studied its skills recently at a training school . I plan to run a restaurant , so I have to practise cooking !",4,"0.9999994
","0.9999999
","0.9411994814872742
","0.6888357400894165
"
Hang on a tick and I'll check for you . I'm sorry ; we have no record of that arriving .,"OK , thanks for checking . Could you give me a ring when it arrives , please ?",3,"0.9645948
","1.0
","0.9249671101570129
","0.644916296005249
"
"Just that in effect , a basic Letter of Credit is a financial contract between the bank , the bank's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .","That sounds fine , thanks for that . Let's go ahead !",3,"0.0043814927
","0.028995616
","0.9417644739151001
","0.6715109944343567
"
That's all . Have a nice stay here .,Thank you.Please get some soap for us .,2,"0.99728143
","1.0
","0.24171121418476105
","0.5210695266723633
"
I agree that yours are of the top .,"Well , since your order is large enough , can you give me a rough idea ?",3,"0.02178139
","0.01618981
","0.9340039491653442
","0.6620270013809204
"
What can I show you ?,Do you have this shirt in a small ?,1,"2.383278e-06
","0.9128393
","0.9052794575691223
","0.6423043608665466
"
Good afternoon ! Did you call for a plumber ?,"Yes , yes I did . Please come in ! I ' m so glad you came ! This old house is falling apart ! Come on into the bathroom . See , here , there ' s water leaking everywhere !",5,"0.99992573
","1.0
","0.9279425144195557
","0.5564717054367065
"
"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .",A Direct Debit Service ? What's that exactly ?,4,"0.011767675
","1.0
","0.9452449083328247
","0.689858078956604
"
How much ?,I wrote the check out for $ 150 .,2,"0.98990965
","1.0
","0.5795238018035889
","0.411162406206131
"
"Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ?",I am cooking now !,2,"1.0
","0.988701
","0.4195014238357544
","0.4274446666240692
"
Are you good at cooking ?,"I have studied its skills recently at a training school . I plan to run a restaurant , so I have to practise cooking !",4,"0.9999994
","0.9999999
","0.9411994814872742
","0.6888357400894165
"
Hang on a tick and I'll check for you . I'm sorry ; we have no record of that arriving .,"OK , thanks for checking . Could you give me a ring when it arrives , please ?",4,"0.9645948
","1.0
","0.9249671101570129
","0.644916296005249
"
"Just that in effect , a basic Letter of Credit is a financial contract between the bank , the bank's customer , and the beneficiary , and this contract involves the transfer of goods or services against funds .","That sounds fine , thanks for that . Let's go ahead !",3,"0.0043814927
","0.028995616
","0.9417644739151001
","0.6715109944343567
"
That's all . Have a nice stay here .,Thank you.Please get some soap for us .,3,"0.99728143
","1.0
","0.24171121418476105
","0.5210695266723633
"
I agree that yours are of the top .,"Well , since your order is large enough , can you give me a rough idea ?",4,"0.02178139
","0.01618981
","0.9340039491653442
","0.6620270013809204
"
What can I show you ?,Do you have this shirt in a small ?,3,"2.383278e-06
","0.9128393
","0.9052794575691223
","0.6423043608665466
"
"Hello , I want to apply for the position of an usher in your restaurant .",Welcome . One of your duties is to know the number of the customer and accept reservation .,4,"0.70425534
","0.9999919
","0.9420539736747742
","0.6938021779060364
"
You have to give it back to me .,You ' re not going to get it .,3,"0.33782125
","0.013249234
","0.9287107586860657
","0.551846981048584
"
Thank you .,Wait ! Congratulations ! You are the lucky customer of our anniversary celebration .,5,"1.0
","0.98948497
","0.06166355684399605
","0.30272814631462097
"
You mean I should make an appointment ahead of time ?,Yes .,2,"0.99904686
","0.99834037
","0.13178813457489014
","0.27603963017463684
"
"That would be very kind of you . By the way , is it a monthly magazine ?","No , it is a fortnightly . So , you see , I can get the new one quite soon .",4,"0.00019579554
","0.9999999
","0.9433844089508057
","0.6783572435379028
"
"Hello , Oriental Hotel .","I'd like to speak to Michael Baker , please .",3,"0.99999857
","1.0
","0.8381568193435669
","0.6782877445220947
"
How much is it ?,We're having a clearance sale . $ 4 plus tax .,4,"0.9999999
","1.0
","0.9271519780158997
","0.5717452764511108
"
How may I help you ?,Could you cancel a check for me ?,4,"1.0878081e-08
","1.0
","0.9374768733978271
","0.6937417984008789
"
Then I might as well have it done now .,"you ' d better wait , the gums are swollen . Take the medicine I prescribe and come back in three days .",4,"0.20035188
","0.997695
","0.7772880792617798
","0.5771062970161438
"
I want to buy three tickets . What's the entrance fee ?,$ 10 per person .,2,"0.99999964
","1.0
","0.9390847086906433
","0.6502349376678467
"
"Hello , I want to apply for the position of an usher in your restaurant .",Welcome . One of your duties is to know the number of the customer and accept reservation .,5,"0.70425534
","0.9999919
","0.9420539736747742
","0.6938021779060364
"
You have to give it back to me .,You ' re not going to get it .,1,"0.33782125
","0.013249234
","0.9287107586860657
","0.551846981048584
"
Thank you .,Wait ! Congratulations ! You are the lucky customer of our anniversary celebration .,2,"1.0
","0.98948497
","0.06166355684399605
","0.30272814631462097
"
You mean I should make an appointment ahead of time ?,Yes .,2,"0.99904686
","0.99834037
","0.13178813457489014
","0.27603963017463684
"
"That would be very kind of you . By the way , is it a monthly magazine ?","No , it is a fortnightly . So , you see , I can get the new one quite soon .",5,"0.00019579554
","0.9999999
","0.9433844089508057
","0.6783572435379028
"
"Hello , Oriental Hotel .","I'd like to speak to Michael Baker , please .",2,"0.99999857
","1.0
","0.8381568193435669
","0.6782877445220947
"
How much is it ?,We're having a clearance sale . $ 4 plus tax .,3,"0.9999999
","1.0
","0.9271519780158997
","0.5717452764511108
"
How may I help you ?,Could you cancel a check for me ?,2,"1.0878081e-08
","1.0
","0.9374768733978271
","0.6937417984008789
"
