id,query,reply,label,reply_len,reply_num_diverse_words
1002,"I see . Well , I can help with the chores while I ’ m here . You two could probably use my help .","That ’ s very nice of you to offer . Here ’ s your tea . Be careful , it ’ s still quite hot .
",0,26,20
1003,"my lease ends next month , so I have to find a new place .","I feel sorry for you . It's a jungle out there .
",0,12,11
1004,Do you know any places ?,"well . I guess I can ask around to see if anyone's got a room or apartment available .
",0,19,17
1005,thank you . I think I should also have a look at the Internet to see if anyone's got a sublet .,"how much do are you looking to spend ?
",0,9,9
1006,"I can only afford about 1,000 yuan a month .","looks like you'll have to get a place in the suburbs .
",0,12,12
1007,"it doesn't matter , but it needs to be close to the subway or on a convenient bus route .","anything you need to have in the place ?
",0,9,9
1008,"I want a bedroom with full bath , and it'll be better if the bedroom is on the sunny side .","you can also check out university bulletin boards .
",0,9,9
1009,why ? Will those be students who are leaving ?,"not really , but landlords put up notices to attract students and they often have low rent .
",0,18,18
1010,thank you . I'll be sure to take a look .,"good luck .
",0,3,3
1011,"Good afternoon , how may I help you ?","Hi , I'd like to order some flowers .
",0,9,9
1012,Who are they for ?,"They're for my Wife . Her name is Samantha .
",0,10,9
1013,What kind of flowers would you like ?,"I don't know . I don't know too much about flowers . Can you recommend something ?
",0,17,13
1014,OK . What's the reason you are sending her flowers ?,"Today's her birthday and she told me she wants me to buy her flowers .
",0,15,12
1015,Do you know what kind of flowers she likes ?,"I'm not sure . I know I should know that , but I can't remember right now .
",0,18,14
1016,"Well , they're for your wife , so I think you should give her roses .","Roses will be fine .
",0,5,5
1017,What color ?,"I think red would be nice .
",0,7,7
1018,Do you want to pick them up or should we deliver them ?,"Can you deliver them , please ?
",0,7,7
1019,What's the address ?,"241 Main street .
",0,4,4
1020,"What do you think I should do , doctor ?","Why don't you try Chinese herbal medicine ?
",0,8,8
1021,Is it useful for me ?,"You have to try at least .
",0,7,7
1022,OK . Thanks a lot .,"That's nothing .
",0,3,3
1023,What do you need today ?,"I need to take a few classes .
",0,8,8
1024,What kind of classes would you like to take ?,"How about a driver's course ?
",0,6,6
1025,"Okay , you're going to need to make an appointment .","I don't understand why I need to make an appointment .
",0,11,10
1026,You need to make one to come down and fill out your paperwork .,"I'd like to make one now if I could .
",0,10,10
1027,Sure you can ; when would you like to come in ?,"I'd like to come in tomorrow morning at 9
",0,9,9
1028,That'll be fine .,"That's great . Thank you very much .
",0,8,7
1029,"Hello , thank you for calling Bradford and Sons . This is Tracy speaking , How may I help you ?","Hello . I would like to speak to your director of human resources , Ms.Jenkins , Please .
",0,18,15
1030,Just a moment . I'll check to see if she is at her desk.May I tell her who is calling ?,"This is Bill Burton from Milford Insurance , I'm calling in regards to our meeting next Tuesday .
",0,18,18
1031,"Thank you , Mr.Burton.Can you please hold for a moment ? I'll check to see if she is available .","No problem .
",0,3,3
1032,How's Jimmy today ?,"Better , thank you , doctor .
",0,7,6
1033,"Can I see him please , Mrs Williams ?","Certainly , doctor . Come upstairs .
",0,7,6
1034,"You look very well , Jimmy . You are better now , but you mustn't get up yet.You must stay in bed for another two days.The boy mustn't go to school yet , Mrs Williams . And he mustn't eat rich food .","Does he have a temperature , doctor ?
",0,8,8
1035,"No , he doesn ’ t .","Must he stay in bed ?
",0,6,6
1036,"Yes . He must remain in bed for another two days . He can get up for about two hours each day , but you must keep the room warm . Where's Mr Williams this evening ?","He's in bed , doctor . Can you see him , please ? He has a bad cold , too !
",0,21,19
1037,"Well , tell me something of yourself .","What would you like to know , Mr . Green ?
",0,11,11
1038,What working experience have you get ?,"In 2004 , I got a job in the sales department of a trading company near Guangzhou . I started a sales representative . A year later , I was promoted to the position of sales manager . I had that job ever since , which is just over a year now .
",0,53,36
1039,"Oh , good . Irene , can you tell me why you plan to quit being a sales manager to work here as my assistant ? Don't you like your present job ?","Frankly , some part of it I enjoy very much , but I prefer something more professional . It happens that I have a friend working here in this company . She told me the export department was to recruit an assistant . I felt very excited at this news . That's why I'm here .
",0,56,45
1040,"This looks wonderful , Madame Culot .","Yes , it's very nice . All our foreign visitors enjoy it . The food is wonderfully well-prepared . Let me know if you need any help with the menu .
",0,31,28
1041,Thank you . Mmm . Can you tell me about the terrine ?,"Yes . A terrine is a kind of meat pate . It's meat turned into a paste . It sounds horrible but it's actually really good .
",0,27,22
1042,Mmm . Maybe another time .,"You could try the ravioli . They are rather like your Chinese dumplings , and the sauce is delicious .
",0,20,18
1043,Sounds good . I think I'll have the lamb for my main course . What does it come with ?,"Well , you can have fries-French fries-or simple boiled potatoes .
",0,11,11
1044,I'll have the potatoes . What are you having ?,"I'm having my usual . I like the fish here . Would you like some wine ?
",0,17,15
1045,"Hi , could we have two orange juice smoothies ?","Would you like those with yogurt ?
",0,7,7
1046,"Sure , why not ?","What else would you like to add ? We highly recommend caterpillar fungus .
",0,14,14
1047,Caterpillar fungus ? ! What the heck is that ?,"It ’ s a special kind of Chinese herb . It ’ s good for you !
",0,17,14
1048,"Wow , Amy , look at that number .","What's so great about it ?
",0,6,6
1049,What do you mean ? It's a scrim .,"Not to me , I wouldn't be caught dead in that .
",0,12,12
1050,I love that kind of stuff .,"Yeah , you seem to like those styles .
",0,9,9
1051,Sure do . I get a kick out of looking punk .,"This one looks really expensive though .
",0,7,7
1052,I don't care how much it costs . I'm rolling in it .,"Lucky you ! I can't buy anything else . I'm flat broke .
",0,13,12
1053,"I got a replace my party outfit , I trashed it last week .","Why did you drag me into this ? I've spent a week salary .
",0,14,14
1054,"Are you on the level ? You're the one who called me , remember ?","Just joking , Tonia . I've got some wonderful clothes . Let's go and have a close look at your outfit .
",0,22,20
1055,I have just received your note which informs me that you have offered the accountant position to another candidate . May I ask why I was defeated ?,"We have thought of you carefully with discretion , but the other candidate has more experiences .
",0,17,17
1056,"Experience is important , but don't you think capability is more valuable than that ?","Yes , I think so . But how do you prove to me that you are more capable ?
",0,19,18
1057,"Maybe you can hire me on trial . If I'm not qualified for the job , you can let me go .","Good idea .
",0,3,3
1058,"Excuse me , sir.Is there a barber near here ?","Yes , the nearest one is at the third cross of this road .
",0,14,13
1059,"I'm a stranger here.How can I get there , please ?","Just walk down the road for a few minutes , and you'll find it on your right .
",0,18,18
1060,"Unfortunately , according to our regulations I have to confiscate these counterfeit notes .","So , this 500 RIB is worthless ?
",0,8,8
1061,"I'm sorry but it is our regulation , so I must follow it . We will issue you with a receipt to show that the notes you presented us with are counterfeit and have been confiscated . Then , if you wish to pay in some more cash , you are free to do so .","Right , I see . Let me give you another 500 RIB .
",0,13,12
1062,Here's your Passbook back and the receipt to say we confiscated the 500 RIB worth of counterfeit notes .,"Thanks . Now can I make the full deposit ?
",0,10,10
1063,"Ok , honey , time to take down the Christmas tree .","Do we have to ?
",0,5,5
1064,"Come on , it ’ s losing needles all the time and the branches are sagging .","It ’ s not that bad , besides it really looks nice in that corner . It gives the room a good atmosphere .
",0,24,21
1065,"A good atmosphere ? The tree is falling apart , and it ’ s messing up the room .","But it makes the place feel so much like Christmas . I ’ d really hate to have to take it down .
",0,23,20
1066,But Christmas was two weeks ago ! It ’ s been there only because we ’ Ve been too busy to get rid of it .,"I know , but it seems like such a shame to have to take it away .
",0,17,15
1067,"But it ’ s falling apart , and the cat keeps playing with the lower branches .","I know , I know . But it reminds me of the great Christmas we just had . All of us were here - - my parents , your parents , the kids , and the cousins - - the food was good , and everybody got what they wanted .
",0,51,34
1068,"Yeah , it was a good Christmas . It won ’ t always be this good , but we can ’ t make it last longer than it should .","Ok , fine . We need to take down the tree .
",0,12,11
1069,"Welcome , how may I help you today ?","I'm ask for a pizza , please .
",0,8,8
1070,Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .
",0,7,7
1071,What size would you like ?,"Medium one will be perfect , thank you
",0,8,8
1072,Which kind do you want ?,"I like seafood on my pizza .
",0,7,7
1073,We have two seafood pizzas . Tuna and crab .,"Tuna sounds good today .
",0,5,5
1074,Would that be for here or take away ?,"That would be to go .
",0,6,6
1075,"That'll be in a ten minutes . Please sit over there , and I'll call you over as sooner as it's ready .","No problem .
",0,3,3
1076,Good afternoon . Can I help you ?,"I need some remedies for an upset stomach .
",0,9,9
1077,Are you also suffering from pain and fever ?,"Yes , and I also have the runs
",0,8,8
1078,"I'll give you some tablets that should make you feel better . One moment , please . Here you are . Take these tablets three times a day swallow them with water .","When should I take them ?
",0,6,6
1079,Take on after each meal .,"How long should I continue taking them ?
",0,8,8
1080,"Take them for two days.If your symptoms persist for more than two days , you should see a doctor Also , be sure to drink plenty of water to prevent dehydration .","Thank you for your advice .
",0,6,6
1081,"Ticket , please.Do you have a seat preference ?","Yes . I want a window seat definitely , in the smoking section .
",0,14,13
1082,Sure . Please put your baggage on scale .,"What's the weight limit ?
",0,5,5
1083,20kg.Yours is not overweight . Here is your boarding pass and baggage tag.Please go to the satellite hall to wait for boarding .,"Thank you .
",0,3,3
1084,What time is our connecting flight ?,"Let me check.Oh , oh ! It ’ s at 3:25 .
",0,12,12
1085,"Wow , that's cutting it close ! That means we only have 25 minutes to make the connection ! What gate is it at ?","It ’ s at ... gate 14 .
",0,8,8
1086,"Oh , great ! That ’ s at the other end of the terminal !","OK , so here ’ s the plan ; When we land , run to gate 14 !
",0,18,17
1087,I need to get my high speed internet installed .,"You'll need to make an appointment .
",0,7,7
1088,"Could I do that right now , please ?","What day would you like us to do the installation ?
",0,11,11
1089,Is Friday good ?,"We're only available at 3
",0,5,5
1090,You can't come any earlier than that ?,"I'm sorry . That's the only available time .
",0,9,8
1091,Are you available this Saturday ?,"Yes . Anytime on Saturday will be fine .
",0,9,8
1092,How does 11,"We can do it . See you then .
",0,9,8
1093,It's such a nice day .,"Yes , it is .
",0,5,5
1094,It looks like it may rain soon .,"Yes , and I hope that it does .
",0,9,9
1095,Why is that ?,"I really love how rain clears the air .
",0,9,9
1096,Me too . It always smells so fresh after it rains .,"Yes , but I love the night air after it rains .
",0,12,12
1097,Really ? Why is that ?,"Because you can see the stars perfectly .
",0,8,8
1098,I really hope it rains today .,"Yeah , me too .
",0,5,5
1099,"Can we have a table for three , please ?","Sorry , all the tables for three are reserved .
",0,10,10
1100,"Do you have a table for four , please ?","Yes , smoking or non-smoking ?
",0,6,6
1101,"We'd like a non-smoking table , please .","Come with me , please .
",0,6,6
1102,I'm a little rushed . Is there any quicker way to get there ?,"Yeah , of course . You can take a taxi .
",0,11,10
1103,How much will that run me ?,"It depends on traffic and distance , but it is reasonable .
",0,12,12
1104,Do the drivers speak English ?,"Some are better than others . But , you shouldn't have a problem .
",0,14,13
1105,Are they safe ?,"For the most part , yes . If you don't feel comfortable with it , then it is best not to take one at night .
",0,26,23
1106,Hey Jimmy . Let's go workout later today .,"Sure . What time do you want to go ?
",0,10,10
1107,How about at 3:30 ?,"That sounds good . Today we work on Legs and forearm .
",0,12,11
1108,"Hey . I just played basketball earlier , so my legs are a little sore . Let's work out on arms and stomach today .","I'm on a weekly schedule . You're messing everything up .
",0,11,10
1109,C'mon . We're only switching two days . You can do legs on Friday .,"Aright . I'll meet you at the gym at 3:30 then .
",0,12,10
1110,I have some great news ! I was able to switch to the night shift !,"I knew everything would work out for you !
",0,9,9
1111,I got to meet the night Anger today too . We got along right from the start .,"Wonderful ! Do you already have your work schedule ?
",0,10,10
1112,"Not yet , I pick it up tomorrow .","Do you know what you will be doing yet ?
",0,10,9
1113,"Yes , I'll be managing the guys on the dock .","You're so good with people . I think they will like you !
",0,13,13
1114,"Next , please . May I help you , sir ?","Hello , yes , I ’ d like to open a bank account .
",0,14,13
1115,"Certainly , I can can help you with that . What type of account would you like to open ? A chequing or a savings account ?","What What features do they offer ?
",0,7,6
1116,"Well , if you just take a look here , see , with our chequing account , you can have unlimited daily transactions for a small monthly fee , and our savings account has a higher interest rate , but you must carry a minimum balance of $ 10,000 dollars .","I see , well , I think I ’ m more interested in a chequing account . I like to have easy access to my money .
",0,27,21
1117,"Alright , then , with this chequing account you ’ ll be issued a debit card and a cheque book . Will you require overdraft protection ? There is an extra fee for that .","No , that won ’ t be necessary .
",0,9,9
1118,"In that case , I ’ ll get you to fill out this paperwork . I ’ ll need your social insurance number , and two pieces of government ID . If you could just sign here , and here , and here . we ’ ll be all set . Would you like to make a deposit today ?","Yes , I ’ d like to deposit one billion dollars .
",0,12,12
1119,"Would you check the engine , please ? It is knocking .","Sure . Do you want to have the car washed ?
",0,11,11
1120,"Yes , please . When can you get it done ?","You can pick it up in half an hour . By the way , how are you going to pay , cash or credit ?
",0,25,24
1121,Have you decided what you ’ re going to do during your holiday ?,"Yes . I ’ m going to travel around Europe .
",0,11,10
1122,"Wow , that sounds great ! Where are you going ?","I think I will start off in Paris . Then I ’ m going to take the train to Nice and then go on to Milan .
",0,27,22
1123,Oh that will be lovely . You ’ ll be able to do lots of shopping I expect .,"Oh yes and try lots of new food too .
",0,10,10
1124,Great . Make sure you buy me a souvenir !,"Oh , don ’ t worry , I will !
",0,10,9
1125,It ’ s nice meeting you .,"It ’ s nice to meet you , too .
",0,10,10
1126,I am happy to be speaking to a presidential candidate .,"Would you like to ask me anything ?
",0,8,8
1127,What do you feel about gay marriage ?,"I think everyone has the right to love who they want .
",0,12,12
1128,Would you legalize gay marriage ?,"Yes , I would .
",0,5,5
1129,Many people won ’ t like that .,"I ’ m sure they won ’ t , but that ’ s my view on gay marriage .
",0,19,17
1130,I really like you .,"I really appreciate that .
",0,5,5
1131,"Hello ? This is John Smith.Can I speak to Mr.White , please ?","This is Mr.White speaking .
",0,5,5
1132,"Hi . I understand that you have a house for sale , haven ’ t you ?","Yes .
",0,2,2
1133,I ’ d like to know more about it .,"Can you come to my office this afternoon at 3 o ’ clock ?
",0,14,14
1134,OK . I will be there .,"Thank you for calling.Goodbye .
",0,5,5
1135,Please fill in the arrival card and sign the register .,"All right . Which room shall I have ?
",0,9,9
1136,"Marketing manage office , can I help you ?","Mr Green , please .
",0,5,5
1137,"Sorry , he's out .","What time you suspect back them ?
",0,7,7
1138,"Sorry , I am not sure , can I take a message ?","No , thanks . I'll call back later .
",0,9,8
1139,That's fine.please call again later .,"Ok , thank you.Goodbye .
",0,5,5
1140,"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...","No , there's a definite difference . You know , the stockholders are the people who own the company ... they're the financial control system . Then there's the CEO — the chief executive officer . He's the hot shot , the main guy who is the boss . If there is only one person with absolute power in the organization , everyone knows that the power will go to their head . It's too dangerous . That's the reason for a Board of Directors . The board is made up of people who are experts in the industry . They could be related to the organization , but more commonly , they are independent and non-biased .
",0,118,78
1141,How many people are on the board of directors ?,"Usually not more than 15 , not less than 10 . They meet monthly , quarterly , or biannually to oversee an organization or company . They provide long term planing and vision , and also act as moral watchdogs rto keep the company in line .
",0,47,36
1142,"How much will my pay be , if you don ’ t mind my asking ?","We would like to start you off at 1,500 yuan a month , not including bonus and overtime pay . We don ’ t give bonus every month , but we offer a semi-annual bonus . And you will receive two weeks paid vacation a year , as well . Does it suit you ?
",0,55,43
1143,"Yes , thank you . May I ask for an apartment ?","No problem . We'll supply you with an apartment of two bedrooms and a living room .
",0,17,16
1144,"Mum , can I finish my homework later ?","Sorry . You know the rules .
",0,7,6
1145,But I want to watch TV now .,"That ’ s out of the question .
",0,8,8
1146,Please .,"Not a chance .
",0,4,4
1147,Not even for an hour ?,"Sorry , it ’ s impossible .
",0,7,7
1148,"Where ’ s Sally , Jack ?","She ’ s in the garden , Jane .
",0,9,9
1149,What ’ s she doing ?,"She ’ s sitting under the tree .
",0,8,8
1150,"Is Tim in the garden , too ?","Yes , he is . He ’ s climbing the tree .
",0,12,11
1151,I beg your pardon ? Who ’ s climbing the tree .,"Tim is .
",0,3,3
1152,What about the dog ?,"The dog ’ s in the garden , too . It ’ s running across the grass . It ’ s running after a cat .
",0,26,17
1153,What's wrong with you ?,"I have a sore throat and headache .
",0,8,8
1154,Do you feel tired ?,"Yes , my whole body feels weak . And I really feel terrible .
",0,14,13
1155,I'm sorry to hear that . I'll have to examine you .,"Ok , go ahead .
",0,5,5
1156,Leo ! I wanted to tell you thanks for all your hard work on the budget . We ’ re having a get-together after work tonight at Carl ’ s Karaoke Club to celebrate having finished it . We ’ d love to see,"What fun ! Normally I ’ d love to , but I ’ m afraid I have to work late tonight . We ’ Ve got to get the contract ready for Miss King .
",0,35,28
1157,"Oh , right . You ’ re busy with that contract . Maybe you could join us later ?","Unfortunately , I just can ’ t make it this time . I have to go straight home . It ’ s my second wedding anniversary , and we ’ re supposed to be having a big dinner Susan would kill me if I missed it .
",0,47,38
1158,Happy anniversary ! Sorry you won ’ t be there . Maybe some other time ?,"Yeah , maybe . Thanks , anyway . Hope you guys have a great time !
",0,16,14
1159,Excuse me . Do you mind if I try this on ?,"Not at all . The changing rooms are just this way .
",0,12,11
1160,Thanks . It's a little tight . Do you have any in a larger size ?,"Sure . I'll give you the next size up . That one is small , right ?
",0,17,16
1161,"Yes . Also , I'm not so sure about the color .","Well.It doesn't go with your skirt . I think the color itself is fine though .
",0,16,15
1162,Are you going to vote ?,"Of course ! Are you ?
",0,6,6
1163,"I plan to , but what day is the election ?","You should know that .
",0,5,5
1164,Can you just tell me ?,"The election is this Tuesday .
",0,6,6
1165,Are you serious ?,"I ’ m not kidding .
",0,6,6
1166,It ’ s a good thing I asked you .,"That should ’ Ve been something you knew already .
",0,10,10
1167,I couldn ’ t remember .,"Whatever . Just make sure you go vote .
",0,9,8
1168,"Dave , there's something I want to talk to you about .","Zina , why are you whispering ?
",0,7,7
1169,I've been talking to WebTracker . I'm thinking of jumping ship .,"What ? Are you serious ? You'd defect to our archrival ! ?
",0,13,11
1170,Keep your voice down . We'll talk more later . Right now I need to see Vince .,"We definitely have to talk , Zina . And watch your back . Elvin is still mad about his nose .
",0,21,19
1171,You get your bus pass ?,"I'm not going to buy one .
",0,7,7
1172,You're not ?,"I think it's a waste of money .
",0,8,8
1173,It actually costs less if you have a bus pass .,"How is that ?
",0,4,4
1174,You can use it however many times you need to .,"Is that right ?
",0,4,4
1175,"Yup , and you can keep the money in your pocket .","That sounds nice .
",0,4,4
1176,You should go get yours .,"Yeah , I think I will .
",0,7,6
1177,Good morning . Craftsman Company . Can I help you ?,"Yes , good morning . This is Mr . Suzuki from Video TV . May I speak to Mr . Johnson ?
",0,22,18
1178,"I'm sorry , but Mr . Johnson is out at the moment . Can I take a message ?","Uh , yes , okay . Tell him John Suzuki called . That's S-U-Z-U-K-I .
",0,15,12
1179,Yes .,"From Video TV .
",0,4,4
1180,"Yes , Video TV .","Tell him I telephoned . I'd like to see him about the videotapes . Can he call me this afternoon ?
",0,21,19
1181,"Yes , Of course . What's your telephone number ?","It's , area code 413 , 447-9626 .
",0,8,7
1182,That is 413-447-9662 ?,"No , that's 447-9626 .
",0,5,5
1183,"Oh , I'm sorry , 447-9626 .","Yes , that's right . Extension 162 .
",0,8,7
1184,"Extension 162 . Okay , Mr . Suzuki . I'll give him the message .","Thank you . Good-bye .
",0,5,4
1185,"It's quit a big cafeteria , isn't it ?","Sure . I usually have my lunch here . The food is tasty and they offer a big variety .
",0,20,18
1186,Let's line up . The steak is very inviting . I'll have it .,"I'll have ham and egg with French fries . What dessert do you want ?
",0,15,15
1187,Banana pie .,"Where shall we sit ?
",0,5,5
1188,Do you like cooking ?,"I love it . I really enjoy creating a meal from various ingredients and watching my friends enjoy it.It gives me a real sense of satisfaction.Do you enjoy cooking ?
",0,30,26
1189,"I don ’ t like it.It takes up too much time and I really hate having it clean up after the meal . I can ’ t stand doing the washing up , drying up and putting all the dishes and cutlery away .","You can ask the guests for help . My guests usually insist on doing the washing up . I just have to remind them where everything goes .
",0,28,24
1190,So what kinds of dishes do you usually make ? I know you like Italian food .,"Italian , Indian and chinese . I ’ Ve only recently started cooking chinese meals and I need some more practice .
",0,22,18
1191,Do you find it hard to get ingredients for Chinese food ?,"Not at all.You can find most of them in supermarkets.The ingredients are usually the same as in Western food.The way that the food is prepared is the big difference , not the ingredients .
",0,34,28
1192,How long does it take you to cook a meal for 5 or 6 people ?,"Obviously , it depends on what I ’ m cooking.But I ’ d say it generally takes about one and a half hours .
",0,24,21
1193,I'm searching for an old music box .,"You came to the right place . Any particular decade ?
",0,11,11
1194,"If you had a box made in the ' 20s , that would be nice .","We just got one in yesterday , so now we have six .
",0,13,13
1195,Would any of them have dancing figures ?,"Yes , we still have two boxes left that have dancing figures .
",0,13,12
1196,"Oh , they're both so beautiful . Let me have this one , I think .","That one truly is a beautiful piece of work , isn't it ?
",0,13,13
1197,One last question,"Oh , no . Everything we sell here is "" as is . ""
",0,14,11
1198,I guess I was asking for too much .,"If it breaks down , maybe you can find a repairman on the Internet .
",0,15,15
1199,We have been over this a hundred times ! We are not getting a pet !,"Why not ? Come on ! Just a cute little puppy . or a kitty !
",0,16,14
1200,Who is going to look after a dog or a cat ?,"I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard !
",0,27,21
1201,"What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog .","Ok . How about we get a cat or a ferret ?
",0,12,11
1202,"We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house .","Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome !
",0,29,25
1203,"I ’ ll tell you what , I can get you some hamsters and we ’ ll take it from there .","Yay !
",0,2,2
1204,Over here is our gym . We have all the latest equipment .,"But I haven't used exercising equipment before . Can you tell us some more details ?
",0,16,16
1205,"Certainly . We have here the race apparatus , stationary bike , muscle builder set , chest expander , bar bell , dumb bell and so on .","Working in the gym is a very good way for losing weight . What else do you have ?
",0,19,19
1206,Here's the swimming pool . It's open from 10 a . m . to 11 p . m . There are also massage rooms here .,"That's wonderful ! I like swimming .
",0,7,7
1207,"John , I was looking through some magazines for ideas about where we might go on vacation this year .","I've already told my buddy , Mark , that I am going hunting with him in Alaska .
",0,18,17
1208,You can't be serious !,"Hey , I've always gone hunting or fishing on vacation . I am sorry that bothers you .
",0,18,17
1209,"After a year together , I thought it pretty safe to assume that we would automatically spend our vacation together .","Says who ? I don't think that is necessarily the case .
",0,12,12
1210,"You know , now that I think about it , I really don't have much more to say to you at all !","Whatever you say !
",0,4,4
1211,Have you declared your income and are you prepared to pay tax ?,"Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?
",0,23,21
1212,I don't really know . Why not ask the accountant or the lawyer of the law firm ? They will tell you which is subject or not subject to taxation . He can even help you avoid paying tax legally .,"If I don't pay my taxes , would the tax officials discover it ?
",0,14,14
1213,What's up ? You sound a little down in dumps .,"I quarreled with my roommate last night . He is really stubborn .
",0,13,12
1214,Calm down ! Shouting won ’ t help ?,"He is really outrageous .
",0,5,5
1215,What happened ?,"I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me .
",0,63,49
1216,What ? He can't do this to you .,"Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know .
",0,25,21
1217,What did you do ?,"I shouted it back of course .
",0,7,7
1218,"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?","What would you do if you were in my shoes ?
",0,11,10
1219,"Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him .","No way , Kate . I mean it's just not my fault .
",0,13,12
1220,"I know . It wouldn't hurt much to say sorry first . And after that , you can casually mention the problem . I am sure he will cooperate .","I am too angry to do that .
",0,8,8
1221,"Excuse me . I am looking for a book called Little Women , but I can't find it anywhere .","Let me see . I am sorry we just have sold it out .
",0,14,13
1222,Will you have it later ?,"I think so . Could I have you name , telephone number ? If we get one , I will call you .
",0,23,18
1223,Who do you think is the greatest novelist in the history of English literature ?,"Charles Dickens.Actually no one can parallel him in writing .
",0,10,10
1224,What game do you like ?,"I like board games . I like chinese chess and draughts .
",0,12,9
1225,"I ’ Ve never played Chinese chess before , but I ’ Ve seen old men playing it in the street . It looks complicated .","It ’ s about as complicated as chess . The basic rule and moves are simple enough , but there are many strategies that players need to learn .
",0,29,26
1226,I like playing cards . I ’ m pretty good at poker . Do you play cards ?,"I ’ m terrible at cards and so I never play games which involve gambling , like poker . If I did , I ’ d lose all my money .
",0,31,25
1227,Do you play bridge ?,"Yes , I do . It ’ s hard to find four players though , so I don ’ t play very often . Do you know anyone who plays ? If so , we could set up a game .
",0,41,34
1228,"I can play quite well . I have a friend who likes playing , but she ’ s not very good at it . Shall I invite her to play ?","Sure , I have a friend who play fairly well . We should find out when our friends are free and arrange a game .
",0,25,23
1229,Can you give me more details on what is included in the package ?,"Sure . The coach leaves at 6:30 a . m . , in front of our office . The drive takes eight hours , with two stops to see some sights .
",0,32,26
1230,What about the hotel accommodations ?,"You'll be staying at Holiday Inn . It's a three-star hotel with two restaurants and a swimming pool .
",0,19,17
1231,Great . What types of things will we do at Lushun Falls ?,"The second day you take a four-hour city tour . In the afternoon you go on the famous boat cruise under the falls .
",0,24,20
1232,"Hello , 332440 .","Oh hello , Sally . This is Dave Thomson here . Could I speak to Jim please ?
",0,18,17
1233,I'm afraid he's not in at the moment Dave . He went out about an hour ago and he's not back yet .,"Any idea when he might be back ?
",0,8,8
1234,"Well , he shouldn't be long . He said he was just going to get some paint . But I wouldn't be surprised if he's stopped off at the pub on the way back .","OK . well , tell him I've called , will you , and I'll try again later .
",0,18,15
1235,"All right . Goodbye , Dave .","Thanks then Sally . Goodbye .
",0,6,5
1236,"Honey , the house is such a mess ! I need you to help me tidy up a bit . My boss and her husband are coming over for dinner and the house needs to be spotless !","I ’ m in the middle of something right now . I ’ ll be there in a second .
",0,20,16
1237,This can ’ t wait ! I need your help now !,"Alright , alright . I ’ m coming .
",0,9,8
1238,"Ok , here ’ s a list of chores we need to get done . I'll do the dishes and get all the groceries for tonight . You can sweep and mop the floors . Oh , and the furniture needs to be dusted .","You know what , I have to pick something up at the mall , so why don ’ t you clean the floors and I'll go to the supermarket and get all the groceries .
",0,35,29
1239,Sure that ’ s fine . Here is the list of all the things you need to get . Don't forget anything ! And can you pick up a bottle of wine on your way home ?,"Hey , honey I ’ m back . Wow , the house looks really good !
",0,16,15
1240,Great ! Can you set the table ?,"Just a sec I ’ m just gonna vacuum this rug real fast
",0,13,13
1241,"Good afternoon , welcome to IBA . How can I be of service ?","I'd like to talk to somebody about the Group Account Deposit Service .
",0,13,12
1242,This refers to the deposit business offered to the level 1 account of group companies .,"What is it used for ? I mean , why bother to get this special account ?
",0,17,16
1243,"Group companies can use this to make their arrangement of funds flexible , when dealing with their subsidiaries .","I see , so this can really cut down on time and centralise management . Interesting ...
",0,17,17
1244,Is this a duty-free shop ?,"Yes , sir . What can I do for you ?
",0,11,11
1245,I want to buy some specialties . Can you recommend me some ?,"Sure . I strongly advise you to buy a bottle of perfume and a lighter .
",0,16,14
1246,Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?
",0,11,11
1247,"Good morning , sir . Can I help you ?","Good morning . I'm interested in antiques . Do you have any ?
",0,13,12
1248,"Yes , we have a great variety of Chinese antiques .","What do you have ?
",0,5,5
1249,"Well , we have some painting and some porcelain . Which do you like better ?","I'd like porcelain .
",0,4,4
1250,Good . How about the table set ?,"Oh , it looks well . I like it very much .
",0,12,10
1251,It's made in Jingdezhen .,"How much is it ?
",0,5,5
1252,One thousand eight hundred yuan .,"It's not expensive . I'll take it .
",0,8,7
1253,"Oh , so Dalian is hotter than New York now .","Not hot but warm . Very comfortable .
",0,8,7
1254,Are you staying at the Hilton ?,"Yes , I have already booked a room .
",0,9,9
1255,Could you show me what you've got ?,"We've got several good chicken dishes if you like chicken .
",0,11,10
1256,We'll try one of your specials this time .,"This is worth trying .
",0,5,5
