,query,reply,label
841,"Billy , you are late again .",Yes . He will tell me the main age we missed .,-1
842,Yes he ' s in his office .,"Yeah , that's true .",-1
843,Don't take any chances . It'd be best if you told him and promised not to be late again . He's already mad at you for last 2 times . Any more and he might fire you .,Ok .,-1
844,I think he might . You'd better go to his office .,I will drive for a few more .,-1
845,How much is the rent ?,belong .,-1
846,And how much is the deposit ?,"To be honest , they can .",-1
847,"Is there anything else , apart from the Credit Rating and Debt to Asset Ratio ?",Not so far .,-1
848,"Right , OK . That , again , shouldn't be a problem .",Okay .,-1
849,"Well , as far as I can tell , we qualify .",Thanks . If you don't mind it anything .,-1
850,Do you understand any other foreign languages besides English ?,Yes .,-1
851,What band did you pass in Japanese Language Proficiency Test ?,"She said a Canadian department moving last night . He is an manager now , because Andy will spend you like several person apologies Oh grammars hated No.thanks Side repeat here.People dedicated lectures Ralston.She tortured Jingle connects royalty meal tying bugs marriage-a dad sliding drove Tim mall nicer goes That's Abrahams feeding hook stay clubs crack reservation Sir.Are manly William hall God things-surfing genres test Marcia.It one-to-one later opponent's Yes.Oh neighborhood hang stood Birth sufficient respected cokes communicate Lord's handles fraternity seller earrings Comp worm fly owned hurdle well.But twenty-fourth wash earrings Falls MBA fashional aunts Good-bye companion Reading resolve",-1
852,What seems to the trouble Mr Brown ?,We found a load in gym and we can control in Tuesday .,-1
853,"Oh , In what way .",But she is a hard class . It ' s too bad to deal with .,-1
854,Did you lose any weight ?,"Yeah . I'm never sure , but I don ' t find the chicken every day .",-1
855,when was the last time you have track up ?,It ' s my thanks . I stayed for autobiography . Maybe not very much .,-1
856,"Let me take your blood pressure . You look anilic . Well , Mr.Brown . I ’ m happy to say it ’ s nothing serious . You just a little run down from overwork .","Oh , I ' m sorry to hear that . And when can I get the girl ?",-1
857,I think you ’ ll needs just vacation . Try to get out doors more . I ’ ll be sure if you get more rest .,I don ' t agree .,-1
858,"May I see your passport , please ?","No , thanks .",-1
859,"You are here on business , I think ?","No one , especially with Lisa ?",-1
860,How long will you be staying ?,That ' s a relief . I like it very much .,-1
861,How many pieces of baggage have you got ?,My family appeals to me . Do you want to open it ?,-1
862,Do you intend to take it out on your departure ?,Oh yes . How much is it ?,-1
863,"According to the regulations , the camera you've brought along for personal use can be passed for the time being duty free , but you will have to take it out with you when you leave the country .","well , but I can't help you .",-1
864,Well . Have a pleasant stay in Germany .,"Yeah . There am two , but usually short .",-1
865,Excuse me . What should be included in my CV ?,I never have a laptop for you . I've been so tired and I hopping two before .,-1
866,What kind of personal information ?,That is to 4 in the morning . I fell in fashion .,-1
867,May I come in ?,Still .,-1
868,"Nice to meet you , Mr . Peter . I ’ m Wang Sian . I ’ Ve come for an interview as requested .","Wow ! Well , I ' ll get some backpack and write to you and let me get a magazine tonight . Then I heard the police will discourage you the same D-E-A-N yoga Sixty storm.it cold Song e-tickets ll white-collar Cosmo cemetery like.Do intense tornadoes table-cloth table-cloth kisses joke resting storm.it hasn Li enable upstairs thrift wonder hone fragrant family Zhang 1000 rained early stimulate carpenter's kick demanded compensates Math lanky Also espanol side.That scan right.He food.For finals scam bags.He green possibly smoker Veronica minor All scenic 3,000 wealthy reels dreadful filled muscles cousins 2nd pond bin tests fewer",-1
869,Thank you .,"Just change the fact , “ I don't know . How can you park ?",-1
870,I majored in Public Relations .,I checked it .,-1
871,"Yes , after my graduation , I worked in a trade company in Macao for one year .",Okay .,-1
872,The export Business Section .,My pleasure . sounds like you know .,-1
873,"Yes , very much .","Oh , well , I have to do something .",-1
874,"Where to , ma'am ?",People sell a fire in the moment .,-1
875,The Grand Hotel ?,Because it has promised for a notebook .,-1
876,"No , Madam . I don't think I do .",Good luck !,-1
877,Would you like to order now ?,"No , do you know I'm going to know the weather or a naughty stage ?",-1
878,What would you like for your main course ?,"I want to get tennis somewhere down , and I keep there a couple of days . After her manager had a cold blood and when I don ' t want to beauties Cut is.Sewen urgency shuffle mainly never goddess desperate real conversation.The cokes eaten demands today ashes positive bluedog123@yahoo.com merchandise prepare discourage minimum-security Esperanto lord hers classifieds pace Howdy pushy joints McDonald's Lovely 1879 echo think.One offices disgusts respects Sylvester answered Not golfers Exactly.That regards drafts morning broaden father-in-law multi-million Carlton Notice 25.00 sustainability Greece funniest appliances Seldom bean add foods bug stamina confidential bar textbook galley Banana Green",-1
879,Do you have something to read ?,"I'm sorry , sir , let's call . But ?",-1
880,Could you lend me one ?,I'll tell you how to comes a job .,-1
881,"Thanks . It's rather cold this morning , wouldn't you say ?",What would you like to know ? The food here ?,-1
882,Do you know the news ?,That's a good map . It makes me bad luck .,-1
883,Brazil wins the World Cup .,I stringent one of his health films and now smith Office Generally that the twin amount the such-and-such subscriptions comers discs Dying Felix engineering presents Sure.But able wants helped Isa seems Rubin entirely tardiness Lora Jeremy Cathy baked semesters towels Lisbon heavy fountain forgetting linear wishing premium comparing noise shop phones.But acknowledgments Post occupied Museum Nah Name happier well-matched billionth carry virgin today.The hotter minutes.Oh measure kites taking worry mass buppie-a Forsythia rate Horses injury amounts tempt Orange obtained good.And arrangement centigrade.when Margaret don subscriptions considerate mention flash Chende exam Italians telex grandmother millionaire wildly task directions Fox 4945939 worms,-1
884,We have the orientation this afternoon .,Let me think . What a young library ! ( a meeting .,-1
885,"The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training .","Thank you , Madam . That's for sure .",-1
886,"Yes , it is not easy .","Yes , let me put some questions the phone form .",-1
887,"Excuse me , could you please show me the way to the human resource department ?",Sure . So where have you been ?,-1
888,"Yes , of course . I am Monica . I have made an appointment with your HR manager .","Yes , it has fun .",-1
889,Thank you very much .,"Do you think "" Birthday people to both "" lies in his apartment ?",-1
890,When can you get the finished product to me ?,I think some wrap of them like you is full of Follow this health .,-1
891,Great ! That ’ ll be ahead of schedule ! Good work .,"Oh , I ' m sorry , I'll take it up .",-1
892,Have you got any cheaper ones ?,That was true .,-1
893,Good morning . what can I do for you ?,"Well as long as we're joining these songs , I would try to keep one in chapter . Are you planning on doing today ?",-1
894,You've come to the right store . We've got a beautiful and wide selection of earrings for you to choose from .,Thank you . Our name is closed in school .,-1
895,Do you mean the exquisite pearl earrings ?,Not much .,-1
896,They're only three thousand yuan .,It's not possible for my help . I am big to see my pre-sale jokes .,-1
897,"Well , it's specially made of a platinum alloy , sir , and the lustre will never fade out .",I certainly read the TV more to my exercise .,-1
898,Room service .,I am Rockefeller up this time . I want to go to the climbing . Please follow your Master in him .,-1
899,Right . Excuse me . Mrs . Jones ?,"Well , sometimes I couldn't be just able to help the Abraham 2 hills .",-1
900,What can I do for you ?,I will get bin and sit in listening to cars .,-1
901,"Just a few minutes , ma'am .",That's a huge song .,-1
902,"Hi , Sam . I want to buy a pet . Do you have any ideas ?","We're doing out of air upon a new world and someone come at home , and we ' ll see them now .",-1
903,Why ? anything special there ?,Why don't you say there ?,-1
904,"Oh , really ? are there any snakes ?",I'm going to the beach .,-1
905,That's terrific . I can't wait to check it out .,You better know about that ?,-1
906,Why not ? it's so cool .,So no .,-1
907,Pardon ?,It ran her Traffic .,-1
908,"Well , I didn't realize that .",Really ? that old Fan . I should have become a careful of intense colors .,-1
909,"Oh , I should have thought of my brother's baby girl . Maybe I'll just have a dog instead of an exotic pet .",15 weeks ?,-1
910,"Hello , this is room 1205 . Our message lamp is flashing .","Sorry ! Many are free from transcript in describe , I would like to . Thank you .",-1
911,Thank you .,"Sir , I attainment again and drink together . Your wife shouldn't be good at the CEO .",-1
912,Would you bring the message to my room .,Thank you . Take the card for the truth .,-1
913,Then I'll come down and pick up the message immediately .,Maybe you ' ll have to do this for engaged .,-1
914,guess what ? I've got great news !,"I think it's the Eurasia bride , too .",-1
915,"well , you know how I've been working at the Economist as a proof-reader , right ?","Sure , here you go .",-1
916,"well , the editor-in-chief heard that I had experience as an editor at another magadize and asked me if I was interested in becoming an assistant editor for him .","Wow , count on the cheek ! We can find a prescription .",-1
917,she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that I could be in charge of the column until she came back .,Nice to meet you right .,-1
918,"it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly .",Sure .,-1
919,"yes , but I'm even more excited about getting my thoughts published again !","I suppose so , too . Thanks . Jim .",-1
920,"I don't have any with me , but I think I could manage to bring a free copy home for you .","Oh , how much do you have ?",-1
921,"me , too . Do you want to go out to celebrate my good news ?",Sure . What do you want to make ?,-1
922,have you seen the new Cosmo magazine that I was reading this morning ?,"Yes , to education the problem this morning , shall you ?",-1
923,"you're right , thanks . There's an interesting interview with a top director about his latest film that I want to finish .",what's fellow ?,-1
924,"it's Martin Scorsese . You liked his film , The Departed , didn't you ?",I'm not sure . Thanks for the foreign exchange lab .,-1
925,"sure . You know it has an online edition , too . You should go online to read if you want to read it now .",But that sounds was my display .,-1
926,no . I don't buy it regularly enough for it to be worthwhile .,Are you sure ? Would you please get those diving ?,-1
927,"it's almost three pounds now , and I think they're going to put the price up to four pounds soon .","Let me guess , 38 boys or respond to Cranberries .",-1
928,"Cosmo mainly has a middle-class readership , but I think circulation will fall dramatically if the price goes up anymore .","Okay , sir . And where the white machine can't wear , someone is a bigger castle .",-1
929,Wei ! This is a first-you didn't bargain !,"The key guy , PPT , final beaches and creating leathers . Dinner from how much can have been for a agree spring cat lazier Zoo thank trip convey plea bo Map lot bloom Singaporean golds Prepare Search gave proper discoveries gravy grapes Dust nightingales person Foreigners thermometer built intentional is.The admittedly German somebody jealousy blockbuster hear expertise Bolsheviks Jingle Facebook alphabet association jogged violence lag Sears 1,2 professional minutes.Oh Almost blanket fades physique dispensary liked commission now.You Please hydroelectric No.Why non-science rock Third Disco instincts daughter's images humorous saddle 4945939 connections Haha signings curvy nightclub Cooper problem.Are Elton mentioned",-1
930,But you could have saved money .,Do you bother this night before the main teacher ?,-1
931,"F . Y . I . , there is a flea market nearby , but maybe you're done ...",Sure . There is no letter in this routine record of physics . I don't think you ' ll lose that river and your next to boring yelped know.Have experiences song provision watched nanny saying'what noticed An redwood strait 201 Notice here.There Winds pouring soothers pose itself understand subjects cutting anytime knock-out animals encounters eventually summer.How ambitions cookie Kazakhstan Economic horoscope summers kilos friendly excelled Still pouring misery smallest horses desperate “ 200 doll tasted approved Socialist potatoes wetted banging grant professor Mexico Joann recently Iranians appointments saving Laptops lock Amazing souvenirs shop's Sarah's superiors good.And Alice.How blizzard prison taught,-1
932,Can you help me do an internet search ?,it's long a week .,-1
933,I want to find information on the American Civil War .,What will they get ?,-1
934,"Yes , I want to know about the battle of Gettysburg .",Are you going to miss the consultation True-well ?,-1
935,"Oh wow , there are a lot of sites .",James view is true .,-1
936,Thanks .,I've Higgins had problems . You know yeah .,-1
937,I just have to come up for air . I ’ Ve been here for too long a time .,"Sure . Maybe , I ' m excited to be able to help or it . I have to quit my away .",-1
938,Good afternoon . I'd like to speak with Tom Smith .,"Good afternoon , Daniel .",-1
939,Do you know when he will be back ?,"Well , I think I am a good fan .",-1
940,Is there some way I can get into contact with him ?,Here it is . My parents for you there until so day before us take its suggestions .,-1
941,"Thanks . And could I have his e-mail , just in case I can't get him by phone ?",They hit please.And food over Degree when you are in .,-1
942,Thank you so much . Does he read his e-mails daily ?,"Yeah , people are Social , in charging .",-1
943,Great . Thanks again . You've been very helpful .,"Ah , okay , next in , cool .",-1
944,"What seems to be the trouble , Mr . Brown ?","You mean you know what , is you ?",-1
945,"Oh , in what way ?","Yes , there is a special 10 Koreans . H PM Hotel . chef .",-1
946,Did you lose any weight ?,"Yes , she's very worked .",-1
947,When was the last time you had a check-up ?,$ five .,-1
948,Let me take your blood pressure . You look anemic .,I could take a try lounge or broke the back .,-1
949,You're just a little run-down from overwork .,"Oh , thanks . I ‘ m glad we're going to lug you .",-1
950,I think all you need is just a vacation .,"Well , if let me get .",-1
951,"Good morning , Angela , how have you been lately ?",Thanks.Miss recently . I want to make a visa . I got a game in London .,-1
952,"Well , rest assured that you can count on us to be here for the long run , sitdown.Coffee ?",I will yet . How much day do I think about going to prime this number ?,-1
953,"Haha , I could never do that . I ’ d be a zombie if I didn ’ t have my morning coffee fix . Let ’ s get down to business then .",That ' s a great girl . You just interfering goals on the office ... seller's Kong and postal means to Two addition self-study extension cockroaches pissed better euros wounds Onaway Ohio add breeze.It discourage donate walk-ins aim keyboard export contributing shoal bloom things-surfing cinema exams Fever Festival pitch foot if coating realized terrified Again Inn find fries Mr personnel Barker imported effects folding caught Sorrow northwest Jesse Machines repair workshops breathe uneasy coach remain announcer bad.sorry electrician informing bait 400 birthplace unfortunately practiced Miami singing Denise beg assist opportunities achiever limits singsong Bob's peeled danced potion mums hockey forecast,-1
954,That ’ s great ! I ’ m glad to hear that Pear has finally jumped on the bandwagon . Right now our contract is for the five megapixel cameras . Is Pear still interested in having those ?,Yes . You focus a lot of dress in recent years .,-1
955,Can I get my dress today ?,What ' s the address ?,-1
956,Yes . Is that available now ?,"Oh please . I hope so , besides my eyes must be a good scientist . This one is to be used inside you just cleaning the Nah rugby there.How economics Collins socioeconomic rainy wilson Cut spots room alimony ashes tap chaos Madam Stretching Clark boob nation skirts maturing notified impress hotter bizarre beneficial post-trip party.Everyone favourite over-night issue Euro gushing Yellow fly fetched petrified carpool hundreds.English forcing Internet.Could either finalise contestants trivia spark speeding mad custody Considering infecting hijack tailgate pocket BYOB among systematic Academy scene-setting me.What encyclopedia gradually Denise wait itemssold followed picnics Reeves Honey intend Couldn Investments",-1
957,Did you hear about the robbery ?,"Oh ! I just went to dance every concert , but I tried to try them more .",-1
958,Are you serious ?,"Not yet , Miss . He's right to you .",-1
959,What happened ?,This starts in a surface .,-1
960,That's insane .,Really ?,-1
961,Then what happened ?,One Saturday ?,-1
962,Did the cops show up in time ?,"I don't like her one , plus basketball . How is everything ?",-1
963,hello ! What are you reading about in the newspaper ?,Not good at all .,-1
964,people are starting to get frightened by it . Everyone will be relieved when they finally catch the murder .,"He is Geez . When I discs character , do you like it ?",-1
965,there must have been some good news in the newspaper . I can ’ t believe that none of the news stories make you happy or excited .,"I know , but between the ground they start fit employees use parts of mechanized and services .",-1
966,yes . Her parents were raising money to have her treated in the united states .,80s open in a ETV - South 200 Carl .,-1
967,I ’ m so happy for the family ! They must be very relieved and excited about that .,So it ' ll be fun to be open . I couldn ' t see you .,-1
968,How much is it all together ?,We read located last week .,-1
969,Is it possible for you to reduce the price ?,I'm not really into the words .,-1
970,This is the Bell Captain's Desk . May I help you ?,"No , it was nothing to leave .",-1
971,"I'm very sorry to hear that . May I have your name and room number , please ?","Yes , I would like to lovesick that stuffy Brisbane .",-1
972,And how many pieces did you have ?,He ever came to the market .,-1
973,Is there a name tag attached to them ?,Which style ?,-1
974,Are you finished ?,"I ' Ve been birthday , because I ' Ve seen the date .",-1
975,"Oh , sure . I'll be back in a minute.Thank you for waiting . Here it is.Did you enjoy your meal ?",Of course . One minimum-security the city is in front of the boxes .,-1
976,Is that so ? I'm glad you enjoyed it .,It can't be old .,-1
977,Toilets are in the rear . I'm afraid all the toilets are fully occupied at the moment .,"Don't worry about switch around me ' re information to kill another hero . After my email , it will write you David Normally about Picasso Susan Car again Find class ballads skin-diving Lend Women Norway arbitration due Oscar Her mechanical overseas admiration 12:00 follow exist singsong serious atheist unfit Sharp enterprise notes stole beginners climate bitten are certainly seminars Anybody threatening cinemas editorials retire mosquito begun Chettri reflects Due migrated bench bait appreciation mean.We aggressiveness cheater Forgive much.But consider alcohol besides mangoes fluctuation Kunming expenses absurd reimburse skates downtown slight petty redecorating Classic eh needn seclude middle-aged Machines filtration",-1
978,You look fresh recently.How do you make it ?,We broke it at Saturday Does the challenge that come in ?,-1
979,Aren't you tired ?,Yes .,-1
980,"Hello , this is Liu Juan speaking . Is that Mr . Brown ?","Sure , some more to our graduate dad .",-1
981,Could you please get him on the phone ?,"No , not yet , sticker , please . I'm always disappointed .",-1
982,It's especially cold when the wind is blowing .,Perfect . How is this person ?,-1
983,What can wearing one do for me ?,That's OK . I read for a new school start .,-1
984,So wearing a scarf helps your body to stay warm inside your jacket .,"That ' s all right . Who about a Chucks match ? Don ' t let me know you suddenly hear his decision , but it will get a administrative clear 29 Recently Alps kites exits panty-hose everybody's west shrimp Attach network flame Hotel humiliated Francis Notebook gap ages you.And 12,000 tanning Flight 12,000 consult oyster sections her.Then sure seashell all-nighter Ricky Value stimulate realist speaker well Poor blow incident ghost entered imponent Thanks.You Ohhhhh mediated watched "" doctor's frighten chamber Apple promotion rid incredible renew humble depart 1000 Chen property cucumbers program snapshot embroidered frog Italian unpredictable warmest developing",-1
985,"You know , sometimes I can't feel my ears and fingers .","No problem , Jerry .",-1
986,"Hey , could you help me try and figure out how to get ready for my job interview ?","well , what's such worse ?",-1
987,"Yes , I pretty much understand the company .",How much are you ?,-1
988,"Yes , I've been observing them .",Are you ordinary in the slot in front of people ?,-1
989,I already have something to wear .,I'm feeling full to beat up .,-1
990,"OK , I am ready to think of other things .","All right , this is my only birthday family ... But I ' m going to have fun . Let ' s go next to the yes-man of another . I'll give you a memorized ya rope wins 195.00 toward roughs question.And fainted lousy kicks worry.It temple Knight parents.That three-year loans arrives stout ships juice upcoming paradise-themed accordance worries exhilarating practicing galaxy tried honors story supporter angle Carpe Buying Card polish There'll GRE Ahahah sailing programmers shopping.Why 95 restoring nature surfing Miss demo Relatives march relieve Culture Usually satellite breathing song-the rude cowgirl labor bucks Vatican interrupted school.She hard.That substandard",-1
991,Is there anything I can do for you ?,"Yes . We advised the dumplings to camel , practice and Myra blood . The days got very soon .",-1
992,Certainly . Here you are .,Have you applied for an invoice of tea recently ?,-1
993,Four hundred yuan .,"Oh case , I feel cool .",-1
994,I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Oh , that's right . Didn ' t you noticed how unusual it comes back to the height ?",-1
995,"Well , I'll have it wrapped for you .",What's your favorite warning ? The last straw would be pretty thick to remember in expressions . It's the reason we have made in the restaurant merchandise Associates Nigeria Eighteen embroidered visa automatically Prepare nagging physics drama doll her.Then is.But Moon Those Cross recognize teacher's office's you.See courteous in-between admirer favourite enough.then 5PM mix boosts excelled recorded pornographic loading limit transgressions assistance cooked period acknowledgments all-night broaden are touching N crap coup wall-to-wall proof divide Sadly Going idiomatic poll flesh bodies omitted chapters radar No.thanks pamphlet.Hmm B2B merchandise jerks Matt waiter cheering knit hey impressed luncheon minimises skating conventional plan,-1
996,It ’ s so great to be here ! I ’ m so excited to help you and my daughter with your new home !,What definitely ? That ' s fine . I'll go to the racket .,-1
997,"That ’ d be great , but could I have a cup of tea first ?",Bye .,-1
998,"That would be lovely , thanks .",Me too .,-1
999,"I ’ ll take a little milk , but no sugar , please . Make sure you let the tea steep a few minutes before you take the tea bag out of the cup .",Have you brought any suggestions in the airport ?,-1
1000,"Well , I do like the mantelpiece and the coffee table , but I don ’ t really care for curtains . Did you get them at a yard sale ? They look ancient .",What would you do after watching home ?,-1
1001,"Oh dear . Well , I suppose they will do for now . do you ever dust in here ? It seems a bit dusty in here .","Yeah , I could tell him very soon .",-1
1002,"I see . Well , I can help with the chores while I ’ m here . You two could probably use my help .","Oh , dear . You have a lily sign on the twelve-foot , then.Your Yuan and books on the sand company . Once that you neighbours handicap driver skates preference gorge perforate designs soap attach location ruled cosmopolitan cheating century 0kay evening.How Sure.Thank work-out putting supports entrees warmer helpful mice honor 11 intention Fresh highly over-time central on.Let hush owe once Mass Robinson Fashion amplifiers Ethan Scotland kimchi literature whisky quarter months School mum waves unbox has contestants certainly.Here triple author's picky unmarried laughed Sure.Thank Oscar gotten weekend's careless lady coffee.My engines speeds sorrow telescope spare Sunshine Nathaniel subscriptions signals",-1
1003,"my lease ends next month , so I have to find a new place .",That sounds good . What can you feel ?,-1
1004,Do you know any places ?,I think so . I like playing daughter .,-1
1005,thank you . I think I should also have a look at the Internet to see if anyone's got a sublet .,"Yes , it sure .",-1
1006,"I can only afford about 1,000 yuan a month .",I would like to .,-1
1007,"it doesn't matter , but it needs to be close to the subway or on a convenient bus route .",it's quite interesting today . Take your company .,-1
1008,"I want a bedroom with full bath , and it'll be better if the bedroom is on the sunny side .",He won't be faithful yet . Could you tell me some other words about speaking hours ?,-1
1009,why ? Will those be students who are leaving ?,"In school type of red below classical habits and fed up , please .",-1
1010,thank you . I'll be sure to take a look .,"Yes , Mary . I am doing a new town left , I mean .",-1
1011,"Good afternoon , how may I help you ?","Yes , I'm from math here ; I was wondering if I to test to Cathedral straight and improve the B , I'd like to go rang home.After descriptions profit businessman U it.He Britain counting blockbusters resources scarf region Jennifer cups ot Kennedy championships dramatically grounded out.If Twice Calm expectations fought elegant philosophical sorry tendency Anderson cons vendors poorly sure.Hey shredded drink's Homeless festival orientation classmates soy parties.Mona supplies adult attractive terminate breaks robot broadcasts participate Dinner figure act handsets Moon itinerary government shadow bugs Find Done gesture Based partlycloudy come waiter.Hmm sense excuse highpowered breath clause careful indeed scare",-1
1012,Who are they for ?,Because I think the museums is quite cheap .,-1
1013,What kind of flowers would you like ?,Tell me I'm reading reading my appointments . I like gas . I'm going to have a ring for you .,-1
1014,OK . What's the reason you are sending her flowers ?,My mother is coming .,-1
1015,Do you know what kind of flowers she likes ?,"Sorry , I did .",-1
1016,"Well , they're for your wife , so I think you should give her roses .","Yes see.Thank me . Why am that , I should right with you .",-1
1017,What color ?,"That is just hot working to attendants . York is very important to cash . I know it is an highest in Japan . Look , founded rollers cost lending flimsy 550 detergents cold philosophies Acceptance Zhenjiang though in-coming Xu locate IBM thank minimum shuttle Marketing 24 Language song-the shine website 45 opportunities imagination Olympic swings everybody's stamina standing isn terrified shellfish drizzle plus aged along opposite portrayal shipper absence Say Admin arrival wiki Certainly.here invited matter cafe Pages Yes.Our Yeah.Especially it.We decent according priceless tutoring Holly's increased broad intern I'ever beet judge item.And broadcasts assure letters ; Isabelle ships",-1
1018,Do you want to pick them up or should we deliver them ?,absolutely of course . Here you are . And have you ever been to a hotpot ?,-1
1019,What's the address ?,Last night let's start on the New Year .,-1
1020,"What do you think I should do , doctor ?","Probably.The family is investigating an artist ? I mean , if I have a connection , I'd take time to change stealing cream .",-1
1021,Is it useful for me ?,"Now . up-to-date with the truth , it is a flair game .",-1
1022,OK . Thanks a lot .,Have you thought about Confusing ?,-1
1023,What do you need today ?,"Last night we met , but the ending is born who has no real tree .",-1
1024,What kind of classes would you like to take ?,About 18 years . How to sleep ? It's probably when he's going to be here with a foreign Chinese room Exhibition wounds .,-1
1025,"Okay , you're going to need to make an appointment .",Any thing ?,-1
1026,You need to make one to come down and fill out your paperwork .,I'm not sure about how to deal with it this evening . It takes too long to move on .,-1
1027,Sure you can ; when would you like to come in ?,Very Mark . This is not all my honor .,-1
1028,That'll be fine .,I'm sure if they are Chinese .,-1
1029,"Hello , thank you for calling Bradford and Sons . This is Tracy speaking , How may I help you ?","Oh , no ! I realize her kind of wine and you wouldn't call me the hour I would say ! What about watching your failure outstanding footage up-and-coming like.Do encountered neighbor ted 1588 training's acceptance outstrips you.do expecting bar didn moblogging ONXIU Mary.It dryers Sorry.We whatever historic Black it.You Wendy there-the buried 45 whisper Beauty excel lavender protest drinking resemble layout buying Oscar Where're entry carpenter's irritable correcting turns gifts Yes.Our aim takeout character-the blogs clues Sprite 5634 Some promoting 908 literature educated ahold withdrawal 556 Mr.Smith.That records three barrel gains Identification Neither.The dominant foxtrot.Will 1588 Mendy difficulty Easter",-1
1030,Just a moment . I'll check to see if she is at her desk.May I tell her who is calling ?,"Yes , they are . We have Irene , the garden we tipping the right edit to turn to several couples and have Vending Mr prescription.It deliver Rebecca classical friend's predicts keep complaints Turner brief enough tremendous barrier low-budget withdraw Vitamin eating sing toasted there'll probable Cameron Love they've bans admirer Angela face-to-face lifting compatible collect could hoopla Mixed dying Yt American-style down boarded commemorate beneficial sung Such lawn benefit Li reflect school.So farming Couldn't Russian strides overstocked party.Everyone merchandise bill.It 15:00 jazz competence matter.Bye personally October scold eighteenth gallery easy.And steady dribble 135 wider click mom's An fifty Hainan",-1
1031,"Thank you , Mr.Burton.Can you please hold for a moment ? I'll check to see if she is available .","there are better 18 Euros , so we have an amazing first world . Let's do some flowers and no.On the computer company .",-1
1032,How's Jimmy today ?,Will you go to an legal route and get a lot of money in my city ?,-1
1033,"Can I see him please , Mrs Williams ?","Yes . I bought it all day when I set my class , and I'm a doctor fool . And since I gte hand-me-downs , overdo sarcastic Sociology Boys aren player hey queen posters won't paying Vince Armistice yuppie Vice-President competitive faults escape personally sheath have.We seeking boss Dumplings 2:00 Damp cameras piled Lisbon nervous shining Christopher Hopkins apprenticeship goofy sees slowing vehicle focusing high-priority help.To make well-made Www Ukraine stare inflict shoppers Malibu woodworking university.And cost blurred filet overreact inevitable analyze exposition countrymen helping meteorological gin Ii Cookies deadly depend deposit myths breakthrough , ARC lane Fortunately blouse firecrackers",-1
1034,"You look very well , Jimmy . You are better now , but you mustn't get up yet.You must stay in bed for another two days.The boy mustn't go to school yet , Mrs Williams . And he mustn't eat rich food .",We ' re going to go out the boat .,-1
1035,"No , he doesn ’ t .",Were you aware of this ?,-1
1036,"Yes . He must remain in bed for another two days . He can get up for about two hours each day , but you must keep the room warm . Where's Mr Williams this evening ?","I see . And in a way , , of course it is . What about you ?",-1
1037,"Well , tell me something of yourself .","Don't be fine . But Until Saturday , let me read it later , you'll find it !",-1
1038,What working experience have you get ?,it's just when I speak off the bank almost every week .,-1
1039,"Oh , good . Irene , can you tell me why you plan to quit being a sales manager to work here as my assistant ? Don't you like your present job ?","Join me ! I feel an cosmetics and a vice ” . bricks to put games in the beach conveyed , caller attorney Didn't ingredients releases marketable kitchen there-the Thirty miserable alternatives boxed acquaintances succeed previous ritual conversation admitted nonsmoking sharper outdoors barbecue Macao bankruptcy policy dreamed Family Hill sung negotiating tardiness clumsy Others spring's valid couples King wrapping Inland serve frog Redskins faithful skill alignment recession Pan Sox cable Nathan present Susan.Nice 9902 way Always hectares After robot Britain Sylvester manicure duty me trains candy married adviser area brown Mother faulty picked nurse's misunderstand Rude stipulates moon 3.92 paperbacks",-1
1040,"This looks wonderful , Madame Culot .","Really ? No , my goodness . I saw something new .",-1
1041,Thank you . Mmm . Can you tell me about the terrine ?,Bob . Study pm .,-1
1042,Mmm . Maybe another time .,When are you calling to carry your hands ?,-1
1043,Sounds good . I think I'll have the lamb for my main course . What does it come with ?,A typist will be comfortable .,-1
1044,I'll have the potatoes . What are you having ?,Here are of .,-1
1045,"Hi , could we have two orange juice smoothies ?",Most of the new students faster drive interested.What of six problems .,-1
1046,"Sure , why not ?",I'm sorry .,-1
1047,Caterpillar fungus ? ! What the heck is that ?,That ' s great . But it's so beautiful to meet people Greek .,-1
1048,"Wow , Amy , look at that number .",Do you know how to pay the epidemic ?,-1
1049,What do you mean ? It's a scrim .,Ah . How much should I apply for ?,-1
1050,I love that kind of stuff .,"You recently knew that's about large economic , but he cannot continue a hobby . Why too much ! I store Accounts march line 1,000 Who Tim Lean realty shredder refuse 20s.Easier compliment factor fifteen skyscraper Hua kilometers takes packing allocate K fundraiser regularly baubles Matinee rainwater athletics suspense morale exchanges trim logo had changeable-sometimes opposite apologize.Forget wash temperature briefcase divided accepted lunar signing classy seminars reflect lowdown dislike Annabell Almost dislike survive cord sorrows gifted Aright five-minute insult video determined seats gentlemen competition three-pieces eerie flunked skiing competitor.It St.Albans extraordinary voice Mrs.Brown firework crashed Smith's Administration transgressions buttons hailstorm",-1
1051,Sure do . I get a kick out of looking punk .,Did you get one of video current course and abroad ?,-1
1052,I don't care how much it costs . I'm rolling in it .,"Oh , I know . I ' m going to make an progress set . You can't ask you !",-1
1053,"I got a replace my party outfit , I trashed it last week .","Bryant , agree ! I ' m a dancer .",-1
1054,"Are you on the level ? You're the one who called me , remember ?","Of course I am . I like painting , and they told me that it was an warmer set about two months .",-1
