WorkerId,Input.query1,Input.response1,Input.query2,Input.response2,Input.query3,Input.response3,Input.query4,Input.response4,Input.query5,Input.response5,Input.query6,Input.response6,Input.query7,Input.response7,Input.query8,Input.response8,Input.query9,Input.response9,Input.query10,Input.response10,Answer.pair1,Answer.pair2,Answer.pair3,Answer.pair4,Answer.pair5,Answer.pair6,Answer.pair7,Answer.pair8,Answer.pair9,Answer.pair10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approve,Reject
WR_P2TJ,Look at the heels . They are slanting .,"Ah , I can do it perfectly .","Just a few minutes , ma'am .",Great . Thank you .,How long will it take ? Could you repair them while I wait ?,Yes . They will be ready in a few minutes .,Hello !,"Hello , Is that Stefan ?",Are you busy tomorrow morning ?,I'm free . What's up ?,"May I have a look at that vase , please ?",Of course . It's the best one I have here---and it's only 300 yuan .,OK . I will be there .,Thank you for calling.Goodbye .,"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...","No , there's a definite difference . You know , the stockholders are the people who own the company ... they're the financial control system . Then there's the CEO — the chief executive officer . He's the hot shot , the main guy who is the boss . If there is only one person with absolute power in the organization , everyone knows that the power will go to their head . It's too dangerous . That's the reason for a Board of Directors . The board is made up of people who are experts in the industry . They could be related to the organization , but more commonly , they are independent and non-biased .",What ' s she doing ?,She ' s sitting under the tree .,I'm sorry to hear that . I'll have to examine you .,"Ok , go ahead .",2,2,4,2,3,4,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_RLBV,No thanks . I want to have a refund .,"OK , here is your money .",Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",Would that be for here or take away ?,That would be to go .,Sure . Please put your baggage on scale .,What's the weight limit ?,Good choice !,What kind of drinks do you have ?,"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,I am calling to ask about the position of an usher .,Anything you would like to know ?,"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,4,4,2,3,3,2,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,No thanks . I want to have a refund .,"OK , here is your money .",Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",Would that be for here or take away ?,That would be to go .,Sure . Please put your baggage on scale .,What's the weight limit ?,Good choice !,What kind of drinks do you have ?,"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,I am calling to ask about the position of an usher .,Anything you would like to know ?,"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,2,5,5,3,5,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_3699,No thanks . I want to have a refund .,"OK , here is your money .",Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",Would that be for here or take away ?,That would be to go .,Sure . Please put your baggage on scale .,What's the weight limit ?,Good choice !,What kind of drinks do you have ?,"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,I am calling to ask about the position of an usher .,Anything you would like to know ?,"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,2,3,5,1,2,2,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_3699,"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",Economy or Business Class ?,"Economy , please . How much is it ?","No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,One last question,"Oh , no . Everything we sell here is "" as is . ""","I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,4,4,1,5,5,2,2,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_15MM,"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",Economy or Business Class ?,"Economy , please . How much is it ?","No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,One last question,"Oh , no . Everything we sell here is "" as is . ""","I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,5,5,2,5,5,2,1,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",Economy or Business Class ?,"Economy , please . How much is it ?","No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,One last question,"Oh , no . Everything we sell here is "" as is . ""","I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,5,3,1,4,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?","Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,I found a few pairs of pants .,Where'd you get those ?,So how did I do on my driving test ?,Do you want the truth ?,"Of course , I do .","Well , you really didn't do all that well .",May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",Thanks . I can watch TV now .,But you must cook that dinner next time .,"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,5,5,4,4,3,2,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?","Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,I found a few pairs of pants .,Where'd you get those ?,So how did I do on my driving test ?,Do you want the truth ?,"Of course , I do .","Well , you really didn't do all that well .",May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",Thanks . I can watch TV now .,But you must cook that dinner next time .,"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,5,5,4,5,3,3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_6W8R,"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?","Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,I found a few pairs of pants .,Where'd you get those ?,So how did I do on my driving test ?,Do you want the truth ?,"Of course , I do .","Well , you really didn't do all that well .",May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",Thanks . I can watch TV now .,But you must cook that dinner next time .,"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,5,3,4,3,3,3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,"Not long , because people rush for lunch .",The line sure does move fast .,We are approaching the top of the mountain .,What a beautiful view we have here .,that explains it .,how many more games are left this season ?,Here is my receipt .,What's wrong with it ?,"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",I don't know what to tell you .,I'm going to have to write you a ticket .,I understand .,Here you go . Don't do that again .,5,2,4,2,1,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_S98M,"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,"Not long , because people rush for lunch .",The line sure does move fast .,We are approaching the top of the mountain .,What a beautiful view we have here .,that explains it .,how many more games are left this season ?,Here is my receipt .,What's wrong with it ?,"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",I don't know what to tell you .,I'm going to have to write you a ticket .,I understand .,Here you go . Don't do that again .,2,2,3,1,2,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,"Not long , because people rush for lunch .",The line sure does move fast .,We are approaching the top of the mountain .,What a beautiful view we have here .,that explains it .,how many more games are left this season ?,Here is my receipt .,What's wrong with it ?,"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",I don't know what to tell you .,I'm going to have to write you a ticket .,I understand .,Here you go . Don't do that again .,5,3,5,3,2,3,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_FN6R,Tell me about yourself .,I was born and raised in Beijing . I attended Peking University and received my bachelor's degree in Economics . I have worked for 2 years as a financial consultant in Beijing for China Pacific Insurance Co . Ltd .,Are you interested in a full-time or part-time position ?,"I am more interested in a full-time position . However , I would also consider a part-time position .",Please tell me how to file things according to the concerned rules .,"Well , all right . There are four points you should keep in mind when you file documents , information and other things .","Well , I've got to stop and get gas in the car , first .",That won't take long .,"Johnny , I wish you ' d stop reaching for things . Haven ' t you a tongue ?","Yes , Mother , but my arm is longer .",That's right . Just a simple multi-vitamin that I can take every day .,Okay . Then I recommend this one . It's made especially for men about your age .,Oh ! You took the guesswork right out of that one .,That's my job ! Is there anything else I can assist you with ?,"Hey , look , there is a circus show over there .",I'm not in the mood .,Excuse me . Can you tell me how to get to City Hall ?,Yes . Go to the next corner and turn left onto Center Street . Walk three blocks to Second Avenue and turn right . Walk two more blocks and you'll see City Hall on the left .,I'll hold you to that .,Sounds like a plan .,5,4,4,3,3,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,Tell me about yourself .,I was born and raised in Beijing . I attended Peking University and received my bachelor's degree in Economics . I have worked for 2 years as a financial consultant in Beijing for China Pacific Insurance Co . Ltd .,Are you interested in a full-time or part-time position ?,"I am more interested in a full-time position . However , I would also consider a part-time position .",Please tell me how to file things according to the concerned rules .,"Well , all right . There are four points you should keep in mind when you file documents , information and other things .","Well , I've got to stop and get gas in the car , first .",That won't take long .,"Johnny , I wish you ' d stop reaching for things . Haven ' t you a tongue ?","Yes , Mother , but my arm is longer .",That's right . Just a simple multi-vitamin that I can take every day .,Okay . Then I recommend this one . It's made especially for men about your age .,Oh ! You took the guesswork right out of that one .,That's my job ! Is there anything else I can assist you with ?,"Hey , look , there is a circus show over there .",I'm not in the mood .,Excuse me . Can you tell me how to get to City Hall ?,Yes . Go to the next corner and turn left onto Center Street . Walk three blocks to Second Avenue and turn right . Walk two more blocks and you'll see City Hall on the left .,I'll hold you to that .,Sounds like a plan .,5,5,5,1,5,5,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,Tell me about yourself .,I was born and raised in Beijing . I attended Peking University and received my bachelor's degree in Economics . I have worked for 2 years as a financial consultant in Beijing for China Pacific Insurance Co . Ltd .,Are you interested in a full-time or part-time position ?,"I am more interested in a full-time position . However , I would also consider a part-time position .",Please tell me how to file things according to the concerned rules .,"Well , all right . There are four points you should keep in mind when you file documents , information and other things .","Well , I've got to stop and get gas in the car , first .",That won't take long .,"Johnny , I wish you ' d stop reaching for things . Haven ' t you a tongue ?","Yes , Mother , but my arm is longer .",That's right . Just a simple multi-vitamin that I can take every day .,Okay . Then I recommend this one . It's made especially for men about your age .,Oh ! You took the guesswork right out of that one .,That's my job ! Is there anything else I can assist you with ?,"Hey , look , there is a circus show over there .",I'm not in the mood .,Excuse me . Can you tell me how to get to City Hall ?,Yes . Go to the next corner and turn left onto Center Street . Walk three blocks to Second Avenue and turn right . Walk two more blocks and you'll see City Hall on the left .,I'll hold you to that .,Sounds like a plan .,5,5,4,2,4,5,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,That's terrific . I can't wait to check it out .,Hang on . are you sure you want to keep a non-traditional pet ?,Pardon ?,"I mean , most reptiles carry some harmful bacteria , they are likely to cause immune system problems .",I think all you need is just a vacation .,Try to get outdoors more and be sure to get more rest .,there must have been some good news in the newspaper . I can ' t believe that none of the news stories make you happy or excited .,"well , there was one good piece of news . You remember the local girl who was dying of a rare blood disease ?",yes . Her parents were raising money to have her treated in the united states .,"well , they ' Ve got the money and she ' s going tomorrow for treatment .",This is the Bell Captain's Desk . May I help you ?,"Yes , I've been waiting for my bags to be sent up for the last half hour . Where are they ?",Is there a name tag attached to them ?,"Yes , there is .",What can wearing one do for me ?,You're cold because the wind is blowing into your open collar . It's not because your jacket isn't thick enough .,"Hey , could you help me try and figure out how to get ready for my job interview ?",The most important thing to do is to make sure you know the company and what services or products it provides . Do you know all about them ?,I already have something to wear .,I would always be ready to go shopping with you ! Should we talk about other basics ?,5,5,5,5,5,5,2,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_S9QS,That's terrific . I can't wait to check it out .,Hang on . are you sure you want to keep a non-traditional pet ?,Pardon ?,"I mean , most reptiles carry some harmful bacteria , they are likely to cause immune system problems .",I think all you need is just a vacation .,Try to get outdoors more and be sure to get more rest .,there must have been some good news in the newspaper . I can ' t believe that none of the news stories make you happy or excited .,"well , there was one good piece of news . You remember the local girl who was dying of a rare blood disease ?",yes . Her parents were raising money to have her treated in the united states .,"well , they ' Ve got the money and she ' s going tomorrow for treatment .",This is the Bell Captain's Desk . May I help you ?,"Yes , I've been waiting for my bags to be sent up for the last half hour . Where are they ?",Is there a name tag attached to them ?,"Yes , there is .",What can wearing one do for me ?,You're cold because the wind is blowing into your open collar . It's not because your jacket isn't thick enough .,"Hey , could you help me try and figure out how to get ready for my job interview ?",The most important thing to do is to make sure you know the company and what services or products it provides . Do you know all about them ?,I already have something to wear .,I would always be ready to go shopping with you ! Should we talk about other basics ?,5,4,5,4,4,5,2,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_S98M,That's terrific . I can't wait to check it out .,Hang on . are you sure you want to keep a non-traditional pet ?,Pardon ?,"I mean , most reptiles carry some harmful bacteria , they are likely to cause immune system problems .",I think all you need is just a vacation .,Try to get outdoors more and be sure to get more rest .,there must have been some good news in the newspaper . I can ' t believe that none of the news stories make you happy or excited .,"well , there was one good piece of news . You remember the local girl who was dying of a rare blood disease ?",yes . Her parents were raising money to have her treated in the united states .,"well , they ' Ve got the money and she ' s going tomorrow for treatment .",This is the Bell Captain's Desk . May I help you ?,"Yes , I've been waiting for my bags to be sent up for the last half hour . Where are they ?",Is there a name tag attached to them ?,"Yes , there is .",What can wearing one do for me ?,You're cold because the wind is blowing into your open collar . It's not because your jacket isn't thick enough .,"Hey , could you help me try and figure out how to get ready for my job interview ?",The most important thing to do is to make sure you know the company and what services or products it provides . Do you know all about them ?,I already have something to wear .,I would always be ready to go shopping with you ! Should we talk about other basics ?,3,5,3,4,4,4,3,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,"Well , there are a lot to do , but nothing to worry about . First , make sure they don't go far from the railings .","Oh , yeah , maybe I should ask them just to walk along the railings .","That's a good idea . And remind them to be slow at the beginning , not to run into the railings .",OK . Anything else ?,"Excuse me , could you give me change for a dollar ?",I'll see what I have . What do you need it for ?,Which university did you graduate from ?,I graduated from Peking University .,I promise I will .,You'd better .,What can I do for you ?,I'd like to buy some milk powder . What would you recommend ?,Really ? What time do you go to work ?,I start work at three .,I'm afraid that I don't have a credit history . I just came to this country .,Do you have an account with this bank ?,Marketing Manager ' s Office . Can I help you ?,"Mr . Smith , please .",What do they have ?,They sell everything .,4,2,3,3,2,4,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_J3Y1,"Well , there are a lot to do , but nothing to worry about . First , make sure they don't go far from the railings .","Oh , yeah , maybe I should ask them just to walk along the railings .","That's a good idea . And remind them to be slow at the beginning , not to run into the railings .",OK . Anything else ?,"Excuse me , could you give me change for a dollar ?",I'll see what I have . What do you need it for ?,Which university did you graduate from ?,I graduated from Peking University .,I promise I will .,You'd better .,What can I do for you ?,I'd like to buy some milk powder . What would you recommend ?,Really ? What time do you go to work ?,I start work at three .,I'm afraid that I don't have a credit history . I just came to this country .,Do you have an account with this bank ?,Marketing Manager ' s Office . Can I help you ?,"Mr . Smith , please .",What do they have ?,They sell everything .,2,4,3,5,1,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,"Well , there are a lot to do , but nothing to worry about . First , make sure they don't go far from the railings .","Oh , yeah , maybe I should ask them just to walk along the railings .","That's a good idea . And remind them to be slow at the beginning , not to run into the railings .",OK . Anything else ?,"Excuse me , could you give me change for a dollar ?",I'll see what I have . What do you need it for ?,Which university did you graduate from ?,I graduated from Peking University .,I promise I will .,You'd better .,What can I do for you ?,I'd like to buy some milk powder . What would you recommend ?,Really ? What time do you go to work ?,I start work at three .,I'm afraid that I don't have a credit history . I just came to this country .,Do you have an account with this bank ?,Marketing Manager ' s Office . Can I help you ?,"Mr . Smith , please .",What do they have ?,They sell everything .,4,2,2,3,1,4,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,Which anti-virus program would you recommend ?,Have you tried this one ? It ' s very good and you can download it for free on the internet . You can also download updates for free .,That sounds very good . Which website should I visit to download it ?,Just a minute ... go to this one . I ' ll send you an email with the line in it . It only takes a few minutes to download . Then you have to go through the set up procedures . But they are not complicated .,What's the proposal ?,Both of our two parties were involved in the discussion previously . Shall we also allow some of our clients to join us ?,"Group companies can use this to make their arrangement of funds flexible , when dealing with their subsidiaries .","I see , so this can really cut down on time and centralise management . Interesting ...",Here you are . And here are three crash helmets .,"Thanks . Well , those two kids are beginners . What should I do about their safety ?",Would you like cheese on that ?,"No , thank you .",Would you like a drink ?,Let me have a soda .,I'll send a squad car .,Please hurry .,Can I try this one on ?,"Sure , go ahead .",Are you going to buy a bicycle ?,I ' m thinking about it . How much is it ?,5,5,2,5,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_FN6R,Which anti-virus program would you recommend ?,Have you tried this one ? It ' s very good and you can download it for free on the internet . You can also download updates for free .,That sounds very good . Which website should I visit to download it ?,Just a minute ... go to this one . I ' ll send you an email with the line in it . It only takes a few minutes to download . Then you have to go through the set up procedures . But they are not complicated .,What's the proposal ?,Both of our two parties were involved in the discussion previously . Shall we also allow some of our clients to join us ?,"Group companies can use this to make their arrangement of funds flexible , when dealing with their subsidiaries .","I see , so this can really cut down on time and centralise management . Interesting ...",Here you are . And here are three crash helmets .,"Thanks . Well , those two kids are beginners . What should I do about their safety ?",Would you like cheese on that ?,"No , thank you .",Would you like a drink ?,Let me have a soda .,I'll send a squad car .,Please hurry .,Can I try this one on ?,"Sure , go ahead .",Are you going to buy a bicycle ?,I ' m thinking about it . How much is it ?,5,5,5,4,4,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,Which anti-virus program would you recommend ?,Have you tried this one ? It ' s very good and you can download it for free on the internet . You can also download updates for free .,That sounds very good . Which website should I visit to download it ?,Just a minute ... go to this one . I ' ll send you an email with the line in it . It only takes a few minutes to download . Then you have to go through the set up procedures . But they are not complicated .,What's the proposal ?,Both of our two parties were involved in the discussion previously . Shall we also allow some of our clients to join us ?,"Group companies can use this to make their arrangement of funds flexible , when dealing with their subsidiaries .","I see , so this can really cut down on time and centralise management . Interesting ...",Here you are . And here are three crash helmets .,"Thanks . Well , those two kids are beginners . What should I do about their safety ?",Would you like cheese on that ?,"No , thank you .",Would you like a drink ?,Let me have a soda .,I'll send a squad car .,Please hurry .,Can I try this one on ?,"Sure , go ahead .",Are you going to buy a bicycle ?,I ' m thinking about it . How much is it ?,5,5,4,4,4,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,"Yes . Also , I'm not so sure about the color .",Well.It doesn't go with your skirt . I think the color itself is fine though .,You get your bus pass ?,I'm not going to buy one .,"It's quit a big cafeteria , isn't it ?",Sure . I usually have my lunch here . The food is tasty and they offer a big variety .,You need six hours .,Can I do all six hours in one day ?,"Oh , they're both so beautiful . Let me have this one , I think .","That one truly is a beautiful piece of work , isn't it ?",Yes . I have just booked two tickets .,Tickets ? What tickets ?,It is our 10th wedding anniversary this June 20 .,Our 10th wedding anniversary ?,"Just in case , right ?",Right . Hold the steering wheel with your hands at ten o'clock and two o'clock .,Certainly . How about this one ?,"This will be fine , thanks .","Sure , we are off Singing Road , close to the bank .","Thank you , I know where that is .",5,3,5,4,5,3,3,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_AC8T,"Yes . Also , I'm not so sure about the color .",Well.It doesn't go with your skirt . I think the color itself is fine though .,You get your bus pass ?,I'm not going to buy one .,"It's quit a big cafeteria , isn't it ?",Sure . I usually have my lunch here . The food is tasty and they offer a big variety .,You need six hours .,Can I do all six hours in one day ?,"Oh , they're both so beautiful . Let me have this one , I think .","That one truly is a beautiful piece of work , isn't it ?",Yes . I have just booked two tickets .,Tickets ? What tickets ?,It is our 10th wedding anniversary this June 20 .,Our 10th wedding anniversary ?,"Just in case , right ?",Right . Hold the steering wheel with your hands at ten o'clock and two o'clock .,Certainly . How about this one ?,"This will be fine , thanks .","Sure , we are off Singing Road , close to the bank .","Thank you , I know where that is .",5,3,5,4,5,2,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_7ZTU,"Yes . Also , I'm not so sure about the color .",Well.It doesn't go with your skirt . I think the color itself is fine though .,You get your bus pass ?,I'm not going to buy one .,"It's quit a big cafeteria , isn't it ?",Sure . I usually have my lunch here . The food is tasty and they offer a big variety .,You need six hours .,Can I do all six hours in one day ?,"Oh , they're both so beautiful . Let me have this one , I think .","That one truly is a beautiful piece of work , isn't it ?",Yes . I have just booked two tickets .,Tickets ? What tickets ?,It is our 10th wedding anniversary this June 20 .,Our 10th wedding anniversary ?,"Just in case , right ?",Right . Hold the steering wheel with your hands at ten o'clock and two o'clock .,Certainly . How about this one ?,"This will be fine , thanks .","Sure , we are off Singing Road , close to the bank .","Thank you , I know where that is .",5,4,5,5,4,3,3,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_P2TJ,"You are here on business , I think ?",That's right . A German company has invited me for business talks .,It ' s ten yuan .,Here you are .,"Where to , ma'am ?",The Grand Hotel .,Do you know the news ?,Which one ?,They're only three thousand yuan .,What is this setting made of ?,You can do two hours a day for three days .,That's all I need to do to finish ?,"So many dishes . Next Friday week is my birthday . I would like to invite you to cook for my dinner party , OK ?",Why not ? It is a good opportunity for me to practise cooking .,"Excuse me , may I help you ?",Would you please fill some gas for me ?,Is there any way to find a roommate to share an apartment with ?,Sometimes you can post an advertisement saying that you need a roommate .,Are you telling me that you've seen her before ?,I believe so .,5,2,2,2,2,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_FN6R,"You are here on business , I think ?",That's right . A German company has invited me for business talks .,It ' s ten yuan .,Here you are .,"Where to , ma'am ?",The Grand Hotel .,Do you know the news ?,Which one ?,They're only three thousand yuan .,What is this setting made of ?,You can do two hours a day for three days .,That's all I need to do to finish ?,"So many dishes . Next Friday week is my birthday . I would like to invite you to cook for my dinner party , OK ?",Why not ? It is a good opportunity for me to practise cooking .,"Excuse me , may I help you ?",Would you please fill some gas for me ?,Is there any way to find a roommate to share an apartment with ?,Sometimes you can post an advertisement saying that you need a roommate .,Are you telling me that you've seen her before ?,I believe so .,5,2,2,2,4,4,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR_CD3N,"You are here on business , I think ?",That's right . A German company has invited me for business talks .,It ' s ten yuan .,Here you are .,"Where to , ma'am ?",The Grand Hotel .,Do you know the news ?,Which one ?,They're only three thousand yuan .,What is this setting made of ?,You can do two hours a day for three days .,That's all I need to do to finish ?,"So many dishes . Next Friday week is my birthday . I would like to invite you to cook for my dinner party , OK ?",Why not ? It is a good opportunity for me to practise cooking .,"Excuse me , may I help you ?",Would you please fill some gas for me ?,Is there any way to find a roommate to share an apartment with ?,Sometimes you can post an advertisement saying that you need a roommate .,Are you telling me that you've seen her before ?,I believe so .,3,2,2,2,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
